순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액,,
8466,2016,정부공직자윤리위원회,문석진,서울특별시 서대문구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,322",0,"2,170","12,152",,
8467,2016,정부공직자윤리위원회,문석진,서울특별시 서대문구,구청장,예금,"1,425,166","423,002","637,613","1,210,555",,
8468,2016,정부공직자윤리위원회,문석진,서울특별시 서대문구,구청장,유가증권,"1,471",0,"1,471",0,,
8469,2016,정부공직자윤리위원회,문석진,서울특별시 서대문구,구청장,채권,"200,000",0,0,"200,000",,
8470,2016,정부공직자윤리위원회,문석진,서울특별시 서대문구,구청장,채무,"-410,000",0,0,"-410,000",,
8471,2016,정부공직자윤리위원회,문석진,서울특별시 서대문구,구청장,총계,"2,406,959","571,002","641,254","2,336,707",,
8472,2016,정부공직자윤리위원회,박홍섭,서울특별시 마포구,구청장,건물,"575,000","23,000",0,"598,000",,
8473,2016,정부공직자윤리위원회,박홍섭,서울특별시 마포구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,000",0,0,"2,000",,
8474,2016,정부공직자윤리위원회,박홍섭,서울특별시 마포구,구청장,예금,"64,329","15,399","33,582","46,146",,
8475,2016,정부공직자윤리위원회,박홍섭,서울특별시 마포구,구청장,채권,"20,000",0,0,"20,000",,
8476,2016,정부공직자윤리위원회,박홍섭,서울특별시 마포구,구청장,채무,"-469,700",0,0,"-469,700",,
8477,2016,정부공직자윤리위원회,박홍섭,서울특별시 마포구,구청장,고지거부 및 등록제외사항,0,0,0,0,,
8478,2016,정부공직자윤리위원회,박홍섭,서울특별시 마포구,구청장,총계,"191,629","38,399","33,582","196,446",,
8479,2016,정부공직자윤리위원회,김수영,서울특별시 양천구,구청장,건물,"282,000","2,000",0,"284,000",,
8480,2016,정부공직자윤리위원회,김수영,서울특별시 양천구,구청장,예금,"151,551","88,864","18,634","221,781",,
8481,2016,정부공직자윤리위원회,김수영,서울특별시 양천구,구청장,총계,"433,551","90,864","18,634","505,781",,
8482,2016,정부공직자윤리위원회,노현송,서울특별시 강서구,구청장,건물,"448,000",0,"20,000","428,000",,
8483,2016,정부공직자윤리위원회,노현송,서울특별시 강서구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,120",0,"3,550","23,570",,
8484,2016,정부공직자윤리위원회,노현송,서울특별시 강서구,구청장,예금,"64,133","17,497",240,"81,390",,
8485,2016,정부공직자윤리위원회,노현송,서울특별시 강서구,구청장,채무,"-233,819","-161,904","-183,819","-211,904",,
8486,2016,정부공직자윤리위원회,노현송,서울특별시 강서구,구청장,고지거부 및 등록제외사항,0,0,0,0,,
8487,2016,정부공직자윤리위원회,노현송,서울특별시 강서구,구청장,총계,"305,434","-144,407","-160,029","321,056",,
8488,2016,정부공직자윤리위원회,이성,서울특별시 구로구,구청장,건물,"935,000","517,000",0,"1,452,000",,
8489,2016,정부공직자윤리위원회,이성,서울특별시 구로구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,386",0,236,"4,150",,
8490,2016,정부공직자윤리위원회,이성,서울특별시 구로구,구청장,예금,"164,296","70,986","13,297","221,985",,
8491,2016,정부공직자윤리위원회,이성,서울특별시 구로구,구청장,채무,"-748,154","-438,894","-28,154","-1,158,894",,
8492,2016,정부공직자윤리위원회,이성,서울특별시 구로구,구청장,총계,"355,528","149,092","-14,621","519,241",,
8493,2016,정부공직자윤리위원회,차성수,서울특별시 금천구,구청장,건물,"791,000",0,"7,000","784,000",,
8494,2016,정부공직자윤리위원회,차성수,서울특별시 금천구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,730",0,"2,000","13,730",,
8495,2016,정부공직자윤리위원회,차성수,서울특별시 금천구,구청장,예금,"124,539","113,068","28,772","208,835",,
8496,2016,정부공직자윤리위원회,차성수,서울특별시 금천구,구청장,유가증권,"4,152","2,298",0,"6,450",,
8497,2016,정부공직자윤리위원회,차성수,서울특별시 금천구,구청장,채무,"-383,019","-34,693","-12,046","-405,666",,
8498,2016,정부공직자윤리위원회,차성수,서울특별시 금천구,구청장,고지거부 및 등록제외사항,0,0,0,0,,
8499,2016,정부공직자윤리위원회,차성수,서울특별시 금천구,구청장,총계,"552,402","80,673","25,726","607,349",,
8500,2016,정부공직자윤리위원회,조길형,서울특별시 영등포구,구청장,토지,"37,183","26,722",0,"63,905",,
8501,2016,정부공직자윤리위원회,조길형,서울특별시 영등포구,구청장,건물,"241,710","313,961",284,"555,387",,
8502,2016,정부공직자윤리위원회,조길형,서울특별시 영등포구,구청장,예금,"277,564","40,785","86,197","232,152",,
8503,2016,정부공직자윤리위원회,조길형,서울특별시 영등포구,구청장,채무,"-83,979","-186,467","-24,000","-246,446",,
8504,2016,정부공직자윤리위원회,조길형,서울특별시 영등포구,구청장,고지거부 및 등록제외사항,"138,428",0,"138,428",0,,
8505,2016,정부공직자윤리위원회,조길형,서울특별시 영등포구,구청장,총계,"610,906","195,001","200,909","604,998",,
8506,2016,정부공직자윤리위원회,이창우,서울특별시 동작구,구청장,건물,"530,000",0,0,"530,000",,
8507,2016,정부공직자윤리위원회,이창우,서울특별시 동작구,구청장,현금,"10,000","5,000",0,"15,000",,
8508,2016,정부공직자윤리위원회,이창우,서울특별시 동작구,구청장,예금,"36,527","24,543","10,855","50,215",,
8509,2016,정부공직자윤리위원회,이창우,서울특별시 동작구,구청장,채무,"-281,690","-19,471",0,"-301,161",,
8510,2016,정부공직자윤리위원회,이창우,서울특별시 동작구,구청장,총계,"294,837","10,072","10,855","294,054",,
8511,2016,정부공직자윤리위원회,유종필,서울특별시 관악구,구청장,건물,"490,000","371,000","120,000","741,000",,
8512,2016,정부공직자윤리위원회,유종필,서울특별시 관악구,구청장,현금,800,0,0,800,,
8513,2016,정부공직자윤리위원회,유종필,서울특별시 관악구,구청장,예금,"374,014","39,055","73,233","339,836",,
8514,2016,정부공직자윤리위원회,유종필,서울특별시 관악구,구청장,채권,"12,500","159,000",0,"171,500",,
8515,2016,정부공직자윤리위원회,유종필,서울특별시 관악구,구청장,채무,"-134,624","-439,014","-117,520","-456,118",,
8516,2016,정부공직자윤리위원회,유종필,서울특별시 관악구,구청장,총계,"742,690","130,041","75,713","797,018",,
8517,2016,정부공직자윤리위원회,조은희,서울특별시 서초구,구청장,토지,"152,855","15,423",0,"168,278",,
8518,2016,정부공직자윤리위원회,조은희,서울특별시 서초구,구청장,건물,"5,055,806","450,611",0,"5,506,417",,
8519,2016,정부공직자윤리위원회,조은희,서울특별시 서초구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,580",0,"5,784","8,796",,
8520,2016,정부공직자윤리위원회,조은희,서울특별시 서초구,구청장,예금,"291,062","5,086","109,396","186,752",,
8521,2016,정부공직자윤리위원회,조은희,서울특별시 서초구,구청장,채권,"200,000",0,0,"200,000",,
8522,2016,정부공직자윤리위원회,조은희,서울특별시 서초구,구청장,채무,"-3,763,000","-559,758","-296,000","-4,026,758",,
8523,2016,정부공직자윤리위원회,조은희,서울특별시 서초구,구청장,골동품 및 예술품,"15,000",0,0,"15,000",,
8524,2016,정부공직자윤리위원회,조은희,서울특별시 서초구,구청장,고지거부 및 등록제외사항,0,0,0,0,,
8525,2016,정부공직자윤리위원회,조은희,서울특별시 서초구,구청장,총계,"1,966,303","-88,638","-180,820","2,058,485",,
8526,2016,정부공직자윤리위원회,신연희,서울특별시 강남구,구청장,토지,67,0,0,67,,
8527,2016,정부공직자윤리위원회,신연희,서울특별시 강남구,구청장,건물,"1,020,000","15,000","357,000","678,000",,
8528,2016,정부공직자윤리위원회,신연희,서울특별시 강남구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,390",0,20,"3,370",,
8529,2016,정부공직자윤리위원회,신연희,서울특별시 강남구,구청장,예금,"817,333","193,345","652,419","358,259",,
8530,2016,정부공직자윤리위원회,신연희,서울특별시 강남구,구청장,유가증권,"62,772","1,524","64,296",0,,
8531,2016,정부공직자윤리위원회,신연희,서울특별시 강남구,구청장,채권,0,"943,900",0,"943,900",,
8532,2016,정부공직자윤리위원회,신연희,서울특별시 강남구,구청장,채무,"-710,000","-100,000","-210,000","-600,000",,
8533,2016,정부공직자윤리위원회,신연희,서울특별시 강남구,구청장,고지거부 및 등록제외사항,0,0,0,0,,
8534,2016,정부공직자윤리위원회,신연희,서울특별시 강남구,구청장,총계,"1,193,562","1,053,769","863,735","1,383,596",,
8535,2016,정부공직자윤리위원회,박춘희,서울특별시 송파구,구청장,건물,"866,000","200,000",0,"1,066,000",,
8536,2016,정부공직자윤리위원회,박춘희,서울특별시 송파구,구청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,708",0,"1,045","2,663",,
8537,2016,정부공직자윤리위원회,박춘희,서울특별시 송파구,구청장,예금,"163,992","70,267","9,574","224,685",,
8538,2016,정부공직자윤리위원회,박춘희,서울특별시 송파구,구청장,유가증권,890,0,0,890,,
8539,2016,정부공직자윤리위원회,박춘희,서울특별시 송파구,구청장,채권,"50,000",0,0,"50,000",,
8540,2016,정부공직자윤리위원회,박춘희,서울특별시 송파구,구청장,채무,"-509,695","-111,440","-21,887","-599,248",,
8541,2016,정부공직자윤리위원회,박춘희,서울특별시 송파구,구청장,총계,"574,895","158,827","-11,268","744,990",,
8542,2016,정부공직자윤리위원회,이해식,서울특별시 강동구,구청장,건물,"936,000","6,000",0,"942,000",,
8543,2016,정부공직자윤리위원회,이해식,서울특별시 강동구,구청장,예금,"240,664","77,681","49,854","268,491",,
8544,2016,정부공직자윤리위원회,이해식,서울특별시 강동구,구청장,유가증권,"6,306",13,"1,001","5,318",,
8545,2016,정부공직자윤리위원회,이해식,서울특별시 강동구,구청장,채무,"-345,000","-346,000","-345,000","-346,000",,
8546,2016,정부공직자윤리위원회,이해식,서울특별시 강동구,구청장,총계,"837,970","-262,306","-294,145","869,809",,
8547,2016,정부공직자윤리위원회,서병수,부산광역시,시장,토지,"227,523","33,672","17,634","243,561",,
8548,2016,정부공직자윤리위원회,서병수,부산광역시,시장,건물,"2,649,202","477,201","2,169,203","957,200",,
8549,2016,정부공직자윤리위원회,서병수,부산광역시,시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"52,800",0,200,"52,600",,
8550,2016,정부공직자윤리위원회,서병수,부산광역시,시장,예금,"342,090","79,035","89,982","331,143",,
8551,2016,정부공직자윤리위원회,서병수,부산광역시,시장,채권,"400,000","2,350,000",0,"2,750,000",,
8552,2016,정부공직자윤리위원회,서병수,부산광역시,시장,채무,"-493,318","-22,917","-465,990","-50,245",,
8553,2016,정부공직자윤리위원회,서병수,부산광역시,시장,고지거부 및 등록제외사항,0,0,0,0,,
8554,2016,정부공직자윤리위원회,서병수,부산광역시,시장,총계,"3,178,297","2,916,991","1,811,029","4,284,259",,
8555,2016,정부공직자윤리위원회,정경진,부산광역시,행정부시장,토지,"1,010",0,0,"1,010",,
8556,2016,정부공직자윤리위원회,정경진,부산광역시,행정부시장,건물,"221,626","192,440","20,000","394,066",,
8557,2016,정부공직자윤리위원회,정경진,부산광역시,행정부시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,000",0,"5,200","7,800",,
8558,2016,정부공직자윤리위원회,정경진,부산광역시,행정부시장,예금,"242,584","95,539","169,819","168,304",,
8559,2016,정부공직자윤리위원회,정경진,부산광역시,행정부시장,유가증권,"16,925","7,942","13,670","11,197",,
8560,2016,정부공직자윤리위원회,정경진,부산광역시,행정부시장,총계,"495,145","295,921","208,689","582,377",,
8561,2016,정부공직자윤리위원회,김규옥,부산광역시,경제부시장,건물,"707,000","30,000",0,"737,000",,
8562,2016,정부공직자윤리위원회,김규옥,부산광역시,경제부시장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"21,000",0,"3,200","17,800",,
8563,2016,정부공직자윤리위원회,김규옥,부산광역시,경제부시장,예금,"991,376","649,245","586,984","1,053,637",,
8564,2016,정부공직자윤리위원회,김규옥,부산광역시,경제부시장,유가증권,"3,125",866,300,"3,691",,
8565,2016,정부공직자윤리위원회,김규옥,부산광역시,경제부시장,채무,"-200,000",0,0,"-200,000",,
8566,2016,정부공직자윤리위원회,김규옥,부산광역시,경제부시장,고지거부 및 등록제외사항,0,0,0,0,,
8567,2016,정부공직자윤리위원회,김규옥,부산광역시,경제부시장,총계,"1,522,501","680,111","590,484","1,612,128",,
8568,2016,정부공직자윤리위원회,이해동,부산광역시 의회,의장,토지,"60,925",85,0,"61,010",,
8569,2016,정부공직자윤리위원회,이해동,부산광역시 의회,의장,건물,"390,924","247,518","149,924","488,518",,
8570,2016,정부공직자윤리위원회,이해동,부산광역시 의회,의장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,810",0,"3,090","17,720",,
8571,2016,정부공직자윤리위원회,이해동,부산광역시 의회,의장,예금,"83,798","50,767","16,194","118,371",,
8572,2016,정부공직자윤리위원회,이해동,부산광역시 의회,의장,채권,"262,000",0,0,"262,000",,
8573,2016,정부공직자윤리위원회,이해동,부산광역시 의회,의장,채무,"-437,181","-143,008","-191,202","-388,987",,
8574,2016,정부공직자윤리위원회,이해동,부산광역시 의회,의장,총계,"381,276","155,362","-21,994","558,632",,
8575,2016,정부공직자윤리위원회,강무길,부산광역시 의회,의원,토지,0,"40,000",0,"40,000",,
8576,2016,정부공직자윤리위원회,강무길,부산광역시 의회,의원,건물,"5,180,000",0,0,"5,180,000",,
8577,2016,정부공직자윤리위원회,강무길,부산광역시 의회,의원,예금,"315,190","123,164","147,987","290,367",,
8578,2016,정부공직자윤리위원회,강무길,부산광역시 의회,의원,채무,"-2,150,007","-530,378","-621,109","-2,059,276",,
8579,2016,정부공직자윤리위원회,강무길,부산광역시 의회,의원,총계,"3,345,183","-367,214","-473,122","3,451,091",,
8580,2016,정부공직자윤리위원회,강성태,부산광역시 의회,의원,건물,"138,000","4,000",0,"142,000",,
8581,2016,정부공직자윤리위원회,강성태,부산광역시 의회,의원,예금,"25,063","16,917","4,201","37,779",,
8582,2016,정부공직자윤리위원회,강성태,부산광역시 의회,의원,유가증권,174,101,174,101,,
8583,2016,정부공직자윤리위원회,강성태,부산광역시 의회,의원,채권,"30,000",0,0,"30,000",,
8584,2016,정부공직자윤리위원회,강성태,부산광역시 의회,의원,채무,"-146,350","-45,800","-15,000","-177,150",,
8585,2016,정부공직자윤리위원회,강성태,부산광역시 의회,의원,총계,"46,887","-24,782","-10,625","32,730",,
8586,2016,정부공직자윤리위원회,공한수,부산광역시 의회,의원,건물,"119,100","9,765",0,"128,865",,
8587,2016,정부공직자윤리위원회,공한수,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"18,500",0,"1,500","17,000",,
8588,2016,정부공직자윤리위원회,공한수,부산광역시 의회,의원,예금,"247,001","27,356","17,461","256,896",,
8589,2016,정부공직자윤리위원회,공한수,부산광역시 의회,의원,유가증권,"4,834","19,702","4,640","19,896",,
8590,2016,정부공직자윤리위원회,공한수,부산광역시 의회,의원,채무,0,"-3,000",0,"-3,000",,
8591,2016,정부공직자윤리위원회,공한수,부산광역시 의회,의원,총계,"389,435","53,823","23,601","419,657",,
8592,2016,정부공직자윤리위원회,권오성,부산광역시 의회,의원,건물,"141,000",0,0,"141,000",,
8593,2016,정부공직자윤리위원회,권오성,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,590",0,0,"6,590",,
8594,2016,정부공직자윤리위원회,권오성,부산광역시 의회,의원,예금,"18,621","7,479","12,760","13,340",,
8595,2016,정부공직자윤리위원회,권오성,부산광역시 의회,의원,채무,"-162,268","-23,791","-18,899","-167,160",,
8596,2016,정부공직자윤리위원회,권오성,부산광역시 의회,의원,총계,"3,943","-16,312","-6,139","-6,230",,
8597,2016,정부공직자윤리위원회,권칠우,부산광역시 의회,의원,토지,"1,603,976","5,175","1,493,119","116,032",,
8598,2016,정부공직자윤리위원회,권칠우,부산광역시 의회,의원,건물,"238,300","16,400",0,"254,700",,
8599,2016,정부공직자윤리위원회,권칠우,부산광역시 의회,의원,예금,"780,745","1,565,197","9,793","2,336,149",,
8600,2016,정부공직자윤리위원회,권칠우,부산광역시 의회,의원,유가증권,"15,959",0,"4,266","11,693",,
8601,2016,정부공직자윤리위원회,권칠우,부산광역시 의회,의원,채권,"19,000","300,000",0,"319,000",,
8602,2016,정부공직자윤리위원회,권칠우,부산광역시 의회,의원,채무,"-53,002",0,-2,"-53,000",,
8603,2016,정부공직자윤리위원회,권칠우,부산광역시 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
8604,2016,정부공직자윤리위원회,권칠우,부산광역시 의회,의원,총계,"2,604,978","1,886,772","1,507,176","2,984,574",,
8605,2016,정부공직자윤리위원회,김남희,부산광역시 의회,의원,토지,"4,344",143,0,"4,487",,
8606,2016,정부공직자윤리위원회,김남희,부산광역시 의회,의원,건물,"30,000",0,0,"30,000",,
8607,2016,정부공직자윤리위원회,김남희,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,159",0,"5,399","21,760",,
8608,2016,정부공직자윤리위원회,김남희,부산광역시 의회,의원,예금,"17,756","4,050","6,700","15,106",,
8609,2016,정부공직자윤리위원회,김남희,부산광역시 의회,의원,유가증권,0,"37,735",0,"37,735",,
8610,2016,정부공직자윤리위원회,김남희,부산광역시 의회,의원,채무,"-20,000",0,0,"-20,000",,
8611,2016,정부공직자윤리위원회,김남희,부산광역시 의회,의원,총계,"59,259","41,928","12,099","89,088",,
8612,2016,정부공직자윤리위원회,김병환,부산광역시 의회,의원,토지,"5,633,115","16,708","82,662","5,567,161",,
8613,2016,정부공직자윤리위원회,김병환,부산광역시 의회,의원,건물,"10,301,872",0,0,"10,301,872",,
8614,2016,정부공직자윤리위원회,김병환,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"146,400",0,0,"146,400",,
8615,2016,정부공직자윤리위원회,김병환,부산광역시 의회,의원,예금,"937,181","838,763","315,308","1,460,636",,
8616,2016,정부공직자윤리위원회,김병환,부산광역시 의회,의원,채무,"-9,170,055","-940,470","-602,355","-9,508,170",,
8617,2016,정부공직자윤리위원회,김병환,부산광역시 의회,의원,보석류,"56,000",0,0,"56,000",,
8618,2016,정부공직자윤리위원회,김병환,부산광역시 의회,의원,총계,"7,904,513","-84,999","-204,385","8,023,899",,
8619,2016,정부공직자윤리위원회,김수용,부산광역시 의회,의원,토지,"6,457",0,0,"6,457",,
8620,2016,정부공직자윤리위원회,김수용,부산광역시 의회,의원,건물,"3,071,804",0,0,"3,071,804",,
8621,2016,정부공직자윤리위원회,김수용,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,801",0,0,"8,801",,
8622,2016,정부공직자윤리위원회,김수용,부산광역시 의회,의원,예금,"42,001","78,054","5,933","114,122",,
8623,2016,정부공직자윤리위원회,김수용,부산광역시 의회,의원,채무,"-397,466",0,"-5,007","-392,459",,
8624,2016,정부공직자윤리위원회,김수용,부산광역시 의회,의원,회원권,"5,590",0,0,"5,590",,
8625,2016,정부공직자윤리위원회,김수용,부산광역시 의회,의원,총계,"2,737,187","78,054",926,"2,814,315",,
8626,2016,정부공직자윤리위원회,김쌍우,부산광역시 의회,의원,건물,"109,200","5,800",0,"115,000",,
8627,2016,정부공직자윤리위원회,김쌍우,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,320",0,950,"6,370",,
8628,2016,정부공직자윤리위원회,김쌍우,부산광역시 의회,의원,예금,"462,395","138,513","167,536","433,372",,
8629,2016,정부공직자윤리위원회,김쌍우,부산광역시 의회,의원,총계,"578,915","144,313","168,486","554,742",,
8630,2016,정부공직자윤리위원회,김영욱,부산광역시 의회,의원,토지,"8,194",679,0,"8,873",,
8631,2016,정부공직자윤리위원회,김영욱,부산광역시 의회,의원,건물,"182,900","8,200",0,"191,100",,
8632,2016,정부공직자윤리위원회,김영욱,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,"28,730",0,"28,730",,
8633,2016,정부공직자윤리위원회,김영욱,부산광역시 의회,의원,예금,"283,438","52,142","12,544","323,036",,
8634,2016,정부공직자윤리위원회,김영욱,부산광역시 의회,의원,채권,"70,000",0,"20,000","50,000",,
8635,2016,정부공직자윤리위원회,김영욱,부산광역시 의회,의원,총계,"544,532","89,751","32,544","601,739",,
8636,2016,정부공직자윤리위원회,김종한,부산광역시 의회,의원,토지,"1,000,000",0,"658,062","341,938",,
8637,2016,정부공직자윤리위원회,김종한,부산광역시 의회,의원,건물,"623,000",0,"350,700","272,300",,
8638,2016,정부공직자윤리위원회,김종한,부산광역시 의회,의원,예금,"1,162,000","1,111,721","237,316","2,036,405",,
8639,2016,정부공직자윤리위원회,김종한,부산광역시 의회,의원,금 및 백금,"17,000",0,0,"17,000",,
8640,2016,정부공직자윤리위원회,김종한,부산광역시 의회,의원,총계,"2,802,000","1,111,721","1,246,078","2,667,643",,
8641,2016,정부공직자윤리위원회,김진영,부산광역시 의회,의원,토지,0,"239,293",0,"239,293",,
8642,2016,정부공직자윤리위원회,김진영,부산광역시 의회,의원,건물,"474,000",0,0,"474,000",,
8643,2016,정부공직자윤리위원회,김진영,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,000",0,0,"30,000",,
8644,2016,정부공직자윤리위원회,김진영,부산광역시 의회,의원,예금,"106,214","10,640","39,235","77,619",,
8645,2016,정부공직자윤리위원회,김진영,부산광역시 의회,의원,채무,"-482,560","-340,000","-329,157","-493,403",,
8646,2016,정부공직자윤리위원회,김진영,부산광역시 의회,의원,금 및 백금,"2,500",0,0,"2,500",,
8647,2016,정부공직자윤리위원회,김진영,부산광역시 의회,의원,합명·합자·유한회사 출자지분,"22,500",0,0,"22,500",,
8648,2016,정부공직자윤리위원회,김진영,부산광역시 의회,의원,고지거부 및 등록제외사항,0,0,0,0,,
8649,2016,정부공직자윤리위원회,김진영,부산광역시 의회,의원,총계,"152,654","-90,067","-289,922","352,509",,
8650,2016,정부공직자윤리위원회,김진용,부산광역시 의회,의원,토지,"4,497",334,0,"4,831",,
8651,2016,정부공직자윤리위원회,김진용,부산광역시 의회,의원,건물,"180,000","5,000",0,"185,000",,
8652,2016,정부공직자윤리위원회,김진용,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,970",0,"5,160","9,810",,
8653,2016,정부공직자윤리위원회,김진용,부산광역시 의회,의원,예금,"89,898","12,284","49,644","52,538",,
8654,2016,정부공직자윤리위원회,김진용,부산광역시 의회,의원,채무,"-62,757",0,"-34,991","-27,766",,
8655,2016,정부공직자윤리위원회,김진용,부산광역시 의회,의원,총계,"226,608","17,618","19,813","224,413",,
8656,2016,정부공직자윤리위원회,김진홍,부산광역시 의회,의원,토지,"66,459","4,468",0,"70,927",,
8657,2016,정부공직자윤리위원회,김진홍,부산광역시 의회,의원,건물,"354,220","16,071","1,344","368,947",,
8658,2016,정부공직자윤리위원회,김진홍,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,930",0,"1,010","2,920",,
8659,2016,정부공직자윤리위원회,김진홍,부산광역시 의회,의원,예금,"356,135","86,234","60,011","382,358",,
8660,2016,정부공직자윤리위원회,김진홍,부산광역시 의회,의원,채무,"-81,457","-33,787","-66,457","-48,787",,
8661,2016,정부공직자윤리위원회,김진홍,부산광역시 의회,의원,회원권,"5,115",0,0,"5,115",,
8662,2016,정부공직자윤리위원회,김진홍,부산광역시 의회,의원,총계,"704,402","72,986","-4,092","781,480",,
8663,2016,정부공직자윤리위원회,김흥남,부산광역시 의회,의원,토지,"119,734","23,946",0,"143,680",,
8664,2016,정부공직자윤리위원회,김흥남,부산광역시 의회,의원,건물,"683,506","47,392",0,"730,898",,
8665,2016,정부공직자윤리위원회,김흥남,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,710","17,025","4,190","23,545",,
8666,2016,정부공직자윤리위원회,김흥남,부산광역시 의회,의원,예금,"87,050","25,096","44,612","67,534",,
8667,2016,정부공직자윤리위원회,김흥남,부산광역시 의회,의원,유가증권,"9,766",7,0,"9,773",,
8668,2016,정부공직자윤리위원회,김흥남,부산광역시 의회,의원,채무,"-112,618","-13,289","-52,618","-73,289",,
8669,2016,정부공직자윤리위원회,김흥남,부산광역시 의회,의원,총계,"798,148","100,177","-3,816","902,141",,
8670,2016,정부공직자윤리위원회,박광숙,부산광역시 의회,의원,토지,"193,681",0,"193,681",0,,
8671,2016,정부공직자윤리위원회,박광숙,부산광역시 의회,의원,건물,"499,236","2,000",0,"501,236",,
8672,2016,정부공직자윤리위원회,박광숙,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"40,780",0,"4,190","36,590",,
8673,2016,정부공직자윤리위원회,박광숙,부산광역시 의회,의원,예금,"81,160","46,328","25,795","101,693",,
8674,2016,정부공직자윤리위원회,박광숙,부산광역시 의회,의원,유가증권,33,0,9,24,,
8675,2016,정부공직자윤리위원회,박광숙,부산광역시 의회,의원,채권,"15,000","150,000","15,000","150,000",,
8676,2016,정부공직자윤리위원회,박광숙,부산광역시 의회,의원,채무,"-203,000","-100,000","-153,000","-150,000",,
8677,2016,정부공직자윤리위원회,박광숙,부산광역시 의회,의원,총계,"626,890","98,328","85,675","639,543",,
8678,2016,정부공직자윤리위원회,박대근,부산광역시 의회,의원,토지,"135,495","2,297",0,"137,792",,
8679,2016,정부공직자윤리위원회,박대근,부산광역시 의회,의원,건물,"409,000","15,000",0,"424,000",,
8680,2016,정부공직자윤리위원회,박대근,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,"20,000",0,"20,000",,
8681,2016,정부공직자윤리위원회,박대근,부산광역시 의회,의원,예금,"558,423","12,834","497,087","74,170",,
8682,2016,정부공직자윤리위원회,박대근,부산광역시 의회,의원,채권,0,"300,000",0,"300,000",,
8683,2016,정부공직자윤리위원회,박대근,부산광역시 의회,의원,채무,"-362,708","-38,929","-227,966","-173,671",,
8684,2016,정부공직자윤리위원회,박대근,부산광역시 의회,의원,총계,"740,210","311,202","269,121","782,291",,
8685,2016,정부공직자윤리위원회,박성명,부산광역시 의회,의원,토지,"682,831",0,"45,559","637,272",,
8686,2016,정부공직자윤리위원회,박성명,부산광역시 의회,의원,건물,"219,000","5,000",0,"224,000",,
8687,2016,정부공직자윤리위원회,박성명,부산광역시 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"29,000",0,"2,500","26,500",,
8688,2016,정부공직자윤리위원회,박성명,부산광역시 의회,의원,예금,"121,614","49,227","18,650","152,191",,
8689,2016,정부공직자윤리위원회,박성명,부산광역시 의회,의원,유가증권,348,208,348,208,,
8690,2016,정부공직자윤리위원회,박성명,부산광역시 의회,의원,채무,"-769,651","-801,941","-769,651","-801,941",,
8691,2016,정부공직자윤리위원회,박성명,부산광역시 의회,의원,총계,"283,142","-747,506","-702,594","238,230",,
8692,2016,정부공직자윤리위원회,박재본,부산광역시 의회,의원,토지,"2,831,815","1,189,213","895,018","3,126,010",,
