순번,연도,관할기관,이름,소속,직위,본인과의 관계,종전가액,증가액,감소액,현재가액
15410,2012,대법원공직자윤리위원회,김용석,서울고등법원,부장판사,건물,"700,000",0,0,"700,000"
15411,2012,대법원공직자윤리위원회,김용석,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,610",0,760,"11,850"
15412,2012,대법원공직자윤리위원회,김용석,서울고등법원,부장판사,예금,"223,382","14,441","27,954","209,869"
15413,2012,대법원공직자윤리위원회,김용석,서울고등법원,부장판사,채무,"-26,290","-6,860",0,-33150
15414,2012,대법원공직자윤리위원회,김용석,서울고등법원,부장판사,고지거부 및 등록제외사항,0,0,0,0
15415,2012,대법원공직자윤리위원회,김용석,서울고등법원,부장판사,총계,"909,702","7,581","28,714","888,569"
15416,2012,대법원공직자윤리위원회,김용섭,서울고등법원,부장판사,건물,"1,072,000",0,"32,000","1,040,000"
15417,2012,대법원공직자윤리위원회,김용섭,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,720",0,0,"4,720"
15418,2012,대법원공직자윤리위원회,김용섭,서울고등법원,부장판사,예금,"615,108","247,616","171,034","691,690"
15419,2012,대법원공직자윤리위원회,김용섭,서울고등법원,부장판사,증권,"16,737","1,308",0,"18,045"
15420,2012,대법원공직자윤리위원회,김용섭,서울고등법원,부장판사,채권,"40,000",0,0,"40,000"
15421,2012,대법원공직자윤리위원회,김용섭,서울고등법원,부장판사,채무,"-37,712",0,"-2,418",-35294
15422,2012,대법원공직자윤리위원회,김용섭,서울고등법원,부장판사,회원권,"5,950",0,0,"5,950"
15423,2012,대법원공직자윤리위원회,김용섭,서울고등법원,부장판사,고지거부 및 등록제외사항,0,0,0,0
15424,2012,대법원공직자윤리위원회,김용섭,서울고등법원,부장판사,총계,"1,716,803","248,924","200,616","1,765,111"
15425,2012,대법원공직자윤리위원회,김용헌,서울가정법원,법원장,토지,"381,500","656,780",0,"1,038,280"
15426,2012,대법원공직자윤리위원회,김용헌,서울가정법원,법원장,건물,"2,136,962",0,"596,962","1,540,000"
15427,2012,대법원공직자윤리위원회,김용헌,서울가정법원,법원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,100",0,"1,120","5,980"
15428,2012,대법원공직자윤리위원회,김용헌,서울가정법원,법원장,예금,"509,164","282,363","378,825","412,702"
15429,2012,대법원공직자윤리위원회,김용헌,서울가정법원,법원장,증권,"2,865","96,842","2,865","96,842"
15430,2012,대법원공직자윤리위원회,김용헌,서울가정법원,법원장,채무,"-500,000","-270,000",0,-770000
15431,2012,대법원공직자윤리위원회,김용헌,서울가정법원,법원장,회원권,"30,000",0,0,"30,000"
15432,2012,대법원공직자윤리위원회,김용헌,서울가정법원,법원장,총계,"2,567,591","765,985","979,772","2,353,804"
15433,2012,대법원공직자윤리위원회,김의환,서울고등법원,부장판사,토지,"94,776","3,949",0,"98,725"
15434,2012,대법원공직자윤리위원회,김의환,서울고등법원,부장판사,건물,"832,000","57,850",0,"889,850"
15435,2012,대법원공직자윤리위원회,김의환,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,940",0,940,"2,000"
15436,2012,대법원공직자윤리위원회,김의환,서울고등법원,부장판사,예금,"94,459","25,135","1,351","118,243"
15437,2012,대법원공직자윤리위원회,김의환,서울고등법원,부장판사,채무,"-500,891","-7,360","-44,101",-464150
15438,2012,대법원공직자윤리위원회,김의환,서울고등법원,부장판사,고지거부 및 등록제외사항,"92,356",0,"92,356",0
15439,2012,대법원공직자윤리위원회,김의환,서울고등법원,부장판사,총계,"615,640","79,574","50,546","644,668"
15440,2012,대법원공직자윤리위원회,김이수,사법연수원,연수원장,토지,"7,458",0,"7,458",0
15441,2012,대법원공직자윤리위원회,김이수,사법연수원,연수원장,건물,"1,280,000",0,"63,000","1,217,000"
15442,2012,대법원공직자윤리위원회,김이수,사법연수원,연수원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,340",0,530,"8,810"
15443,2012,대법원공직자윤리위원회,김이수,사법연수원,연수원장,예금,"206,687","50,695",515,"256,867"
15444,2012,대법원공직자윤리위원회,김이수,사법연수원,연수원장,채권,"25,000",0,"25,000",0
15445,2012,대법원공직자윤리위원회,김이수,사법연수원,연수원장,채무,"-209,605","-40,000","-45,035",-204570
15446,2012,대법원공직자윤리위원회,김이수,사법연수원,연수원장,고지거부 및 등록제외사항,0,0,0,0
15447,2012,대법원공직자윤리위원회,김이수,사법연수원,연수원장,총계,"1,318,880","10,695","51,468","1,278,107"
15448,2012,대법원공직자윤리위원회,김인겸,서울고등법원,부장판사,건물,"864,000",0,"48,000","816,000"
15449,2012,대법원공직자윤리위원회,김인겸,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,000",0,"5,360","14,640"
15450,2012,대법원공직자윤리위원회,김인겸,서울고등법원,부장판사,예금,"290,031","15,874",0,"305,905"
15451,2012,대법원공직자윤리위원회,김인겸,서울고등법원,부장판사,채권,"30,000",0,0,"30,000"
15452,2012,대법원공직자윤리위원회,김인겸,서울고등법원,부장판사,고지거부 및 등록제외사항,0,0,0,0
15453,2012,대법원공직자윤리위원회,김인겸,서울고등법원,부장판사,총계,"1,204,031","15,874","53,360","1,166,545"
15454,2012,대법원공직자윤리위원회,김인욱,서울고등법원,부장판사,건물,"826,200","3,100","4,000","825,300"
15455,2012,대법원공직자윤리위원회,김인욱,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,010",0,240,"5,770"
15456,2012,대법원공직자윤리위원회,김인욱,서울고등법원,부장판사,예금,"84,622","201,580","1,541","284,661"
15457,2012,대법원공직자윤리위원회,김인욱,서울고등법원,부장판사,채권,"10,000",0,0,"10,000"
15458,2012,대법원공직자윤리위원회,김인욱,서울고등법원,부장판사,채무,"-235,771","-190,000","-5,741",-420030
15459,2012,대법원공직자윤리위원회,김인욱,서울고등법원,부장판사,총계,"691,061","14,680",40,"705,701"
15460,2012,대법원공직자윤리위원회,김종백,특허법원,법원장,토지,"1,278,034","58,078",0,"1,336,112"
15461,2012,대법원공직자윤리위원회,김종백,특허법원,법원장,건물,"3,894,498","28,951",0,"3,923,449"
15462,2012,대법원공직자윤리위원회,김종백,특허법원,법원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,330","16,942",350,"21,922"
15463,2012,대법원공직자윤리위원회,김종백,특허법원,법원장,예금,"1,444,087","254,752","438,278","1,260,561"
15464,2012,대법원공직자윤리위원회,김종백,특허법원,법원장,증권,"541,200","91,452","176,792","455,860"
15465,2012,대법원공직자윤리위원회,김종백,특허법원,법원장,채무,"-17,000",0,-340,-16660
15466,2012,대법원공직자윤리위원회,김종백,특허법원,법원장,고지거부 및 등록제외사항,0,0,0,0
15467,2012,대법원공직자윤리위원회,김종백,특허법원,법원장,총계,"7,146,149","450,175","615,080","6,981,244"
15468,2012,대법원공직자윤리위원회,김주현,서울고등법원,부장판사,토지,"4,626",0,0,"4,626"
15469,2012,대법원공직자윤리위원회,김주현,서울고등법원,부장판사,건물,"1,048,000",0,0,"1,048,000"
15470,2012,대법원공직자윤리위원회,김주현,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"19,070",0,"2,960","16,110"
15471,2012,대법원공직자윤리위원회,김주현,서울고등법원,부장판사,예금,"189,700","22,687","12,433","199,954"
15472,2012,대법원공직자윤리위원회,김주현,서울고등법원,부장판사,채무,"-13,245","-1,265",0,-14510
15473,2012,대법원공직자윤리위원회,김주현,서울고등법원,부장판사,총계,"1,248,151","21,422","15,393","1,254,180"
15474,2012,대법원공직자윤리위원회,김진권,서울고등법원,법원장,건물,"701,000",0,"33,000","668,000"
15475,2012,대법원공직자윤리위원회,김진권,서울고등법원,법원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,860","32,940",0,"36,800"
15476,2012,대법원공직자윤리위원회,김진권,서울고등법원,법원장,예금,"72,474","7,626","40,449","39,651"
15477,2012,대법원공직자윤리위원회,김진권,서울고등법원,법원장,채무,"-146,608",0,"-34,459",-112149
15478,2012,대법원공직자윤리위원회,김진권,서울고등법원,법원장,회원권,"10,000",0,0,"10,000"
15479,2012,대법원공직자윤리위원회,김진권,서울고등법원,법원장,고지거부 및 등록제외사항,0,0,0,0
15480,2012,대법원공직자윤리위원회,김진권,서울고등법원,법원장,총계,"640,726","40,566","38,990","642,302"
15481,2012,대법원공직자윤리위원회,김찬돈,대구고등법원,부장판사,토지,"74,533","17,590",0,"92,123"
15482,2012,대법원공직자윤리위원회,김찬돈,대구고등법원,부장판사,건물,"293,000",0,0,"293,000"
15483,2012,대법원공직자윤리위원회,김찬돈,대구고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,900",0,"8,360","18,540"
15484,2012,대법원공직자윤리위원회,김찬돈,대구고등법원,부장판사,예금,"580,296","124,087","26,063","678,320"
15485,2012,대법원공직자윤리위원회,김찬돈,대구고등법원,부장판사,증권,1,0,0,1
15486,2012,대법원공직자윤리위원회,김찬돈,대구고등법원,부장판사,채무,"-35,868","-68,005",0,-103873
15487,2012,대법원공직자윤리위원회,김찬돈,대구고등법원,부장판사,골동품 및 예술품,"27,000",0,0,"27,000"
15488,2012,대법원공직자윤리위원회,김찬돈,대구고등법원,부장판사,고지거부 및 등록제외사항,,,,
15489,2012,대법원공직자윤리위원회,김찬돈,대구고등법원,부장판사,총계,"965,862","73,672","34,423","1,005,111"
15490,2012,대법원공직자윤리위원회,김창보,서울고등법원,부장판사,건물,"920,000",0,"40,000","880,000"
15491,2012,대법원공직자윤리위원회,김창보,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,0,0,0
15492,2012,대법원공직자윤리위원회,김창보,서울고등법원,부장판사,예금,"552,354","105,539","78,803","579,090"
15493,2012,대법원공직자윤리위원회,김창보,서울고등법원,부장판사,증권,"23,780","13,416","23,780","13,416"
15494,2012,대법원공직자윤리위원회,김창보,서울고등법원,부장판사,고지거부 및 등록제외사항,0,0,0,0
15495,2012,대법원공직자윤리위원회,김창보,서울고등법원,부장판사,총계,"1,496,134","118,955","142,583","1,472,506"
15496,2012,대법원공직자윤리위원회,김창석,법원도서관,도서관장,토지,"158,407","24,606","23,475","159,538"
15497,2012,대법원공직자윤리위원회,김창석,법원도서관,도서관장,건물,"517,900",700,"8,000","510,600"
15498,2012,대법원공직자윤리위원회,김창석,법원도서관,도서관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,430",0,"1,010","13,420"
15499,2012,대법원공직자윤리위원회,김창석,법원도서관,도서관장,예금,"125,344","33,546","6,695","152,195"
15500,2012,대법원공직자윤리위원회,김창석,법원도서관,도서관장,총계,"816,081","58,852","39,180","835,753"
15501,2012,대법원공직자윤리위원회,김창종,대구지방법원,법원장,건물,"192,000","12,000",0,"204,000"
15502,2012,대법원공직자윤리위원회,김창종,대구지방법원,법원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,010",0,240,"5,770"
15503,2012,대법원공직자윤리위원회,김창종,대구지방법원,법원장,예금,"597,128","112,347","71,895","637,580"
15504,2012,대법원공직자윤리위원회,김창종,대구지방법원,법원장,채권,"60,000",0,0,"60,000"
15505,2012,대법원공직자윤리위원회,김창종,대구지방법원,법원장,고지거부 및 등록제외사항,0,0,0,0
15506,2012,대법원공직자윤리위원회,김창종,대구지방법원,법원장,총계,"855,138","124,347","72,135","907,350"
15507,2012,대법원공직자윤리위원회,김흥준,서울고등법원,부장판사,토지,"512,644","25,645",0,"538,289"
15508,2012,대법원공직자윤리위원회,김흥준,서울고등법원,부장판사,건물,"664,000",0,0,"664,000"
15509,2012,대법원공직자윤리위원회,김흥준,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"59,020",0,0,"59,020"
15510,2012,대법원공직자윤리위원회,김흥준,서울고등법원,부장판사,예금,"2,215,898","234,546","379,502","2,070,942"
15511,2012,대법원공직자윤리위원회,김흥준,서울고등법원,부장판사,증권,"409,700","38,706","240,000","208,406"
15512,2012,대법원공직자윤리위원회,김흥준,서울고등법원,부장판사,채권,"454,000",0,0,"454,000"
15513,2012,대법원공직자윤리위원회,김흥준,서울고등법원,부장판사,보석류,"5,000",0,0,"5,000"
15514,2012,대법원공직자윤리위원회,김흥준,서울고등법원,부장판사,고지거부 및 등록제외사항,0,0,0,0
15515,2012,대법원공직자윤리위원회,김흥준,서울고등법원,부장판사,총계,"4,320,262","298,897","619,502","3,999,657"
15516,2012,대법원공직자윤리위원회,노태악,서울고등법원,부장판사,건물,"992,000",0,"24,000","968,000"
15517,2012,대법원공직자윤리위원회,노태악,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,240",0,430,"5,810"
15518,2012,대법원공직자윤리위원회,노태악,서울고등법원,부장판사,예금,"94,342","8,961","10,948","92,355"
15519,2012,대법원공직자윤리위원회,노태악,서울고등법원,부장판사,회원권,"60,000",0,0,"60,000"
15520,2012,대법원공직자윤리위원회,노태악,서울고등법원,부장판사,고지거부 및 등록제외사항,0,0,0,0
15521,2012,대법원공직자윤리위원회,노태악,서울고등법원,부장판사,총계,"1,152,582","8,961","35,378","1,126,165"
15522,2012,대법원공직자윤리위원회,문영화,특허법원,부장판사,토지,"1,719,319",0,"1,719,319",0
15523,2012,대법원공직자윤리위원회,문영화,특허법원,부장판사,건물,"8,123,473","39,817","152,000","8,011,290"
15524,2012,대법원공직자윤리위원회,문영화,특허법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"33,090",0,0,"33,090"
15525,2012,대법원공직자윤리위원회,문영화,특허법원,부장판사,예금,"2,175,789","532,387","307,667","2,400,509"
15526,2012,대법원공직자윤리위원회,문영화,특허법원,부장판사,증권,"2,212,400","1,683,599","1,100,600","2,795,399"
15527,2012,대법원공직자윤리위원회,문영화,특허법원,부장판사,채무,"-770,000","-60,000","-50,000",-780000
15528,2012,대법원공직자윤리위원회,문영화,특허법원,부장판사,회원권,"200,500",0,0,"200,500"
15529,2012,대법원공직자윤리위원회,문영화,특허법원,부장판사,총계,"13,694,571","2,195,803","3,229,586","12,660,788"
15530,2012,대법원공직자윤리위원회,문용선,서울고등법원,부장판사,토지,"12,376",0,0,"12,376"
15531,2012,대법원공직자윤리위원회,문용선,서울고등법원,부장판사,건물,"1,072,000",0,"24,000","1,048,000"
15532,2012,대법원공직자윤리위원회,문용선,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,650",0,600,"5,050"
15533,2012,대법원공직자윤리위원회,문용선,서울고등법원,부장판사,예금,"246,405","28,751","15,575","259,581"
15534,2012,대법원공직자윤리위원회,문용선,서울고등법원,부장판사,증권,"27,703","20,542","25,839","22,406"
15535,2012,대법원공직자윤리위원회,문용선,서울고등법원,부장판사,채무,"-353,537",0,"-34,286",-319251
15536,2012,대법원공직자윤리위원회,문용선,서울고등법원,부장판사,총계,"1,010,597","49,293","31,728","1,028,162"
15537,2012,대법원공직자윤리위원회,민유숙,대전고등법원,부장판사,토지,"97,367","1,491",18,"98,838"
15538,2012,대법원공직자윤리위원회,민유숙,대전고등법원,부장판사,건물,"2,612,455","51,661","88,000","2,576,116"
15539,2012,대법원공직자윤리위원회,민유숙,대전고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"33,320",0,0,"33,320"
15540,2012,대법원공직자윤리위원회,민유숙,대전고등법원,부장판사,예금,"637,901","45,067","82,768","600,200"
15541,2012,대법원공직자윤리위원회,민유숙,대전고등법원,부장판사,채권,"239,100",0,"36,100","203,000"
15542,2012,대법원공직자윤리위원회,민유숙,대전고등법원,부장판사,채무,"-725,427","-155,160",0,-880587
15543,2012,대법원공직자윤리위원회,민유숙,대전고등법원,부장판사,총계,"2,894,716","-56,941","206,886","2,630,887"
15544,2012,대법원공직자윤리위원회,민중기,서울고등법원,부장판사,토지,"107,880",744,0,"108,624"
15545,2012,대법원공직자윤리위원회,민중기,서울고등법원,부장판사,건물,"1,869,072",0,"341,072","1,528,000"
15546,2012,대법원공직자윤리위원회,민중기,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,340",0,370,"5,970"
15547,2012,대법원공직자윤리위원회,민중기,서울고등법원,부장판사,예금,"426,247","913,835","53,054","1,287,028"
15548,2012,대법원공직자윤리위원회,민중기,서울고등법원,부장판사,증권,"33,869",304,"30,187","3,986"
15549,2012,대법원공직자윤리위원회,민중기,서울고등법원,부장판사,채무,"-698,038",0,"-359,900",-338138
15550,2012,대법원공직자윤리위원회,민중기,서울고등법원,부장판사,총계,"1,745,370","914,883","64,783","2,595,470"
15551,2012,대법원공직자윤리위원회,박병칠,광주지방법원,수석부장판사,건물,"221,000",0,0,"221,000"
15552,2012,대법원공직자윤리위원회,박병칠,광주지방법원,수석부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,370",0,0,"5,370"
15553,2012,대법원공직자윤리위원회,박병칠,광주지방법원,수석부장판사,예금,"73,106","42,044","6,935","108,215"
15554,2012,대법원공직자윤리위원회,박병칠,광주지방법원,수석부장판사,채무,"-47,663","-4,142","-8,084",-43721
15555,2012,대법원공직자윤리위원회,박병칠,광주지방법원,수석부장판사,총계,"251,813","37,902","-1,149","290,864"
15556,2012,대법원공직자윤리위원회,박삼봉,서울고등법원,부장판사,토지,"176,983",291,"4,550","172,724"
15557,2012,대법원공직자윤리위원회,박삼봉,서울고등법원,부장판사,건물,"766,000",0,"70,000","696,000"
15558,2012,대법원공직자윤리위원회,박삼봉,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,620",0,520,"5,100"
15559,2012,대법원공직자윤리위원회,박삼봉,서울고등법원,부장판사,예금,"102,024","62,431","34,705","129,750"
15560,2012,대법원공직자윤리위원회,박삼봉,서울고등법원,부장판사,채무,"-21,960","-13,290",0,-35250
15561,2012,대법원공직자윤리위원회,박삼봉,서울고등법원,부장판사,고지거부 및 등록제외사항,0,0,0,0
15562,2012,대법원공직자윤리위원회,박삼봉,서울고등법원,부장판사,총계,"1,028,667","49,432","109,775","968,324"
15563,2012,대법원공직자윤리위원회,박형남,서울고등법원,부장판사,건물,"1,485,047","7,016","40,000","1,452,063"
15564,2012,대법원공직자윤리위원회,박형남,서울고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"1,120",0,320,800
15565,2012,대법원공직자윤리위원회,박형남,서울고등법원,부장판사,예금,"78,622","32,227","13,804","97,045"
15566,2012,대법원공직자윤리위원회,박형남,서울고등법원,부장판사,증권,"19,580",518,"4,028","16,070"
15567,2012,대법원공직자윤리위원회,박형남,서울고등법원,부장판사,채무,"-555,334","-10,850","-13,659",-552525
15568,2012,대법원공직자윤리위원회,박형남,서울고등법원,부장판사,고지거부 및 등록제외사항,0,0,0,0
15569,2012,대법원공직자윤리위원회,박형남,서울고등법원,부장판사,총계,"1,029,035","28,911","44,493","1,013,453"
15570,2012,대법원공직자윤리위원회,박홍우,의정부지방법원,법원장,건물,"1,128,000",0,"40,000","1,088,000"
15571,2012,대법원공직자윤리위원회,박홍우,의정부지방법원,법원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,016",0,0,"2,016"
15572,2012,대법원공직자윤리위원회,박홍우,의정부지방법원,법원장,예금,"238,360","96,360","36,929","297,791"
15573,2012,대법원공직자윤리위원회,박홍우,의정부지방법원,법원장,증권,0,"23,020",0,"23,020"
15574,2012,대법원공직자윤리위원회,박홍우,의정부지방법원,법원장,채무,"-32,126","-19,805","-26,808",-25123
15575,2012,대법원공직자윤리위원회,박홍우,의정부지방법원,법원장,회원권,"3,565",0,0,"3,565"
15576,2012,대법원공직자윤리위원회,박홍우,의정부지방법원,법원장,지식재산권,0,0,0,0
15577,2012,대법원공직자윤리위원회,박홍우,의정부지방법원,법원장,고지거부 및 등록제외사항,"-23,809",0,"-23,809",0
15578,2012,대법원공직자윤리위원회,박홍우,의정부지방법원,법원장,총계,"1,316,006","99,575","26,312","1,389,269"
15579,2012,대법원공직자윤리위원회,박효관,부산지방법원 동부지원,지원장,건물,"2,602,266","695,141",0,"3,297,407"
15580,2012,대법원공직자윤리위원회,박효관,부산지방법원 동부지원,지원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,530",0,"1,000","3,530"
15581,2012,대법원공직자윤리위원회,박효관,부산지방법원 동부지원,지원장,예금,"74,853","12,068","2,750","84,171"
15582,2012,대법원공직자윤리위원회,박효관,부산지방법원 동부지원,지원장,채무,"-1,081,717","-353,961","-6,813",-1428865
15583,2012,대법원공직자윤리위원회,박효관,부산지방법원 동부지원,지원장,고지거부 및 등록제외사항,0,0,0,0
15584,2012,대법원공직자윤리위원회,박효관,부산지방법원 동부지원,지원장,총계,"1,599,932","353,248","-3,063","1,956,243"
15585,2012,대법원공직자윤리위원회,박흥대,부산지방법원,법원장,토지,"491,660","11,300","7,350","495,610"
15586,2012,대법원공직자윤리위원회,박흥대,부산지방법원,법원장,건물,"1,061,544","53,459",0,"1,115,003"
15587,2012,대법원공직자윤리위원회,박흥대,부산지방법원,법원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,420",0,"1,270","5,150"
15588,2012,대법원공직자윤리위원회,박흥대,부산지방법원,법원장,예금,"659,564","127,212","56,955","729,821"
15589,2012,대법원공직자윤리위원회,박흥대,부산지방법원,법원장,증권,"210,499","46,414","52,636","204,277"
15590,2012,대법원공직자윤리위원회,박흥대,부산지방법원,법원장,채무,"-290,000",0,0,-290000
15591,2012,대법원공직자윤리위원회,박흥대,부산지방법원,법원장,회원권,"62,000",0,0,"62,000"
15592,2012,대법원공직자윤리위원회,박흥대,부산지방법원,법원장,총계,"2,201,687","238,385","118,211","2,321,861"
15593,2012,대법원공직자윤리위원회,방극성,광주고등법원,부장판사,건물,"86,000","18,000",0,"104,000"
15594,2012,대법원공직자윤리위원회,방극성,광주고등법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,980",0,"1,570","10,410"
15595,2012,대법원공직자윤리위원회,방극성,광주고등법원,부장판사,예금,"54,731","18,396","3,128","69,999"
15596,2012,대법원공직자윤리위원회,방극성,광주고등법원,부장판사,회원권,"10,500",0,0,"10,500"
15597,2012,대법원공직자윤리위원회,방극성,광주고등법원,부장판사,고지거부 및 등록제외사항,0,0,0,0
15598,2012,대법원공직자윤리위원회,방극성,광주고등법원,부장판사,총계,"163,211","36,396","4,698","194,909"
15599,2012,대법원공직자윤리위원회,배기열,특허법원,부장판사,토지,"436,897","15,256",0,"452,153"
15600,2012,대법원공직자윤리위원회,배기열,특허법원,부장판사,건물,"661,000","2,000",0,"663,000"
15601,2012,대법원공직자윤리위원회,배기열,특허법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,050","36,204","5,050","36,204"
15602,2012,대법원공직자윤리위원회,배기열,특허법원,부장판사,예금,"105,903","48,491","15,398","138,996"
15603,2012,대법원공직자윤리위원회,배기열,특허법원,부장판사,총계,"1,208,850","101,951","20,448","1,290,353"
15604,2012,대법원공직자윤리위원회,변현철,특허법원,부장판사,토지,"79,502",102,0,"79,604"
15605,2012,대법원공직자윤리위원회,변현철,특허법원,부장판사,건물,"799,000",0,"93,000","706,000"
15606,2012,대법원공직자윤리위원회,변현철,특허법원,부장판사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,230",0,250,"1,980"
15607,2012,대법원공직자윤리위원회,변현철,특허법원,부장판사,예금,"850,764","7,234","282,514","575,484"
15608,2012,대법원공직자윤리위원회,변현철,특허법원,부장판사,증권,0,"47,907",0,"47,907"
15609,2012,대법원공직자윤리위원회,변현철,특허법원,부장판사,채권,"150,000",0,0,"150,000"
15610,2012,대법원공직자윤리위원회,변현철,특허법원,부장판사,채무,"-143,730",0,"-115,000",-28730
15611,2012,대법원공직자윤리위원회,변현철,특허법원,부장판사,총계,"1,737,766","55,243","260,764","1,532,245"
15612,2012,대법원공직자윤리위원회,사공영진,청주지방법원,법원장,토지,0,0,0,0
15613,2012,대법원공직자윤리위원회,사공영진,청주지방법원,법원장,건물,"302,000","15,000",0,"317,000"
15614,2012,대법원공직자윤리위원회,사공영진,청주지방법원,법원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,030",0,0,"6,030"
15615,2012,대법원공직자윤리위원회,사공영진,청주지방법원,법원장,예금,"210,886","42,050","12,929","240,007"
15616,2012,대법원공직자윤리위원회,사공영진,청주지방법원,법원장,고지거부 및 등록제외사항,0,0,0,0
15617,2012,대법원공직자윤리위원회,사공영진,청주지방법원,법원장,총계,"518,916","57,050","12,929","563,037"
15618,2012,대법원공직자윤리위원회,서기석,수원지방법원,법원장,건물,"1,632,345","6,728","72,000","1,567,073"
15619,2012,대법원공직자윤리위원회,서기석,수원지방법원,법원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,420",0,450,"5,970"
15620,2012,대법원공직자윤리위원회,서기석,수원지방법원,법원장,예금,"700,891","182,764","198,746","684,909"
15621,2012,대법원공직자윤리위원회,서기석,수원지방법원,법원장,증권,"26,579",516,"11,787","15,308"
15622,2012,대법원공직자윤리위원회,서기석,수원지방법원,법원장,채무,0,"-17,541",0,-17541
15623,2012,대법원공직자윤리위원회,서기석,수원지방법원,법원장,회원권,"117,000",0,"1,000","116,000"
15624,2012,대법원공직자윤리위원회,서기석,수원지방법원,법원장,고지거부 및 등록제외사항,0,0,0,0
15625,2012,대법원공직자윤리위원회,서기석,수원지방법원,법원장,총계,"2,483,235","172,467","283,983","2,371,719"
15626,2012,대법원공직자윤리위원회,선재성,사법연수원,교수(고등법원 부장판사),건물,"993,000","126,000","45,000","1,074,000"
15627,2012,대법원공직자윤리위원회,선재성,사법연수원,교수(고등법원 부장판사),부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,500",0,0,"9,500"
15628,2012,대법원공직자윤리위원회,선재성,사법연수원,교수(고등법원 부장판사),예금,"783,419","55,999","84,092","755,326"
15629,2012,대법원공직자윤리위원회,선재성,사법연수원,교수(고등법원 부장판사),증권,"126,218","6,548","23,079","109,687"
15630,2012,대법원공직자윤리위원회,선재성,사법연수원,교수(고등법원 부장판사),채무,"-250,000","-4,153",0,-254153
15631,2012,대법원공직자윤리위원회,선재성,사법연수원,교수(고등법원 부장판사),총계,"1,662,137","184,394","152,171","1,694,360"
15632,2012,대법원공직자윤리위원회,성기문,서울고등법원,부장판사,토지,"207,074","3,128","4,358","205,844"
15633,2012,대법원공직자윤리위원회,성기문,서울고등법원,부장판사,건물,"854,000",0,0,"854,000"
15634,2012,대법원공직자윤리위원회,성기문,서울고등법원,부장판사,예금,"79,157","65,152","29,880","114,429"
15635,2012,대법원공직자윤리위원회,성기문,서울고등법원,부장판사,채권,"150,000",0,0,"150,000"
15636,2012,대법원공직자윤리위원회,성기문,서울고등법원,부장판사,총계,"1,290,231","68,280","34,238","1,324,273"
