순번,연도,관할기관,이름,소속,직위,구분,종전가액,증가액,감소액,현재가액
3464,2014,정부공직자윤리위원회,황문연,기획재정부,일반직고위공무원,고지거부 및 등록제외사항,0,0,0,0
3465,2014,정부공직자윤리위원회,황문연,기획재정부,일반직고위공무원,총계,"719,748","213,703","258,510","674,941"
3466,2014,정부공직자윤리위원회,윤영대,기획재정부 한국조폐공사,사장,토지,"42,213","1,462",245,"43,430"
3467,2014,정부공직자윤리위원회,윤영대,기획재정부 한국조폐공사,사장,건물,"912,000",0,"80,000","832,000"
3468,2014,정부공직자윤리위원회,윤영대,기획재정부 한국조폐공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"32,130",0,"7,230","24,900"
3469,2014,정부공직자윤리위원회,윤영대,기획재정부 한국조폐공사,사장,예금,"205,477","203,381","15,465","393,393"
3470,2014,정부공직자윤리위원회,윤영대,기획재정부 한국조폐공사,사장,유가증권,"482,312","56,583","101,989","436,906"
3471,2014,정부공직자윤리위원회,윤영대,기획재정부 한국조폐공사,사장,채무,"-18,218",0,"-5,108","-13,110"
3472,2014,정부공직자윤리위원회,윤영대,기획재정부 한국조폐공사,사장,고지거부 및 등록제외사항,0,0,0,0
3473,2014,정부공직자윤리위원회,윤영대,기획재정부 한국조폐공사,사장,총계,"1,655,914","261,426","199,821","1,717,519"
3474,2014,정부공직자윤리위원회,윤봉호,기획재정부 한국조폐공사,부사장 겸 기획이사,토지,"101,454",0,0,"101,454"
3475,2014,정부공직자윤리위원회,윤봉호,기획재정부 한국조폐공사,부사장 겸 기획이사,건물,"188,000","445,000","188,000","445,000"
3476,2014,정부공직자윤리위원회,윤봉호,기획재정부 한국조폐공사,부사장 겸 기획이사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"24,310","25,012","1,340","47,982"
3477,2014,정부공직자윤리위원회,윤봉호,기획재정부 한국조폐공사,부사장 겸 기획이사,예금,"224,106","185,059","146,581","262,584"
3478,2014,정부공직자윤리위원회,윤봉호,기획재정부 한국조폐공사,부사장 겸 기획이사,채무,"-70,000","-322,000","-70,000","-322,000"
3479,2014,정부공직자윤리위원회,윤봉호,기획재정부 한국조폐공사,부사장 겸 기획이사,총계,"467,870","333,071","265,921","535,020"
3480,2014,정부공직자윤리위원회,최문기,미래창조과학부,장관,토지,"702,791","22,316",0,"725,107"
3481,2014,정부공직자윤리위원회,최문기,미래창조과학부,장관,건물,"1,964,121","350,000","203,658","2,110,463"
3482,2014,정부공직자윤리위원회,최문기,미래창조과학부,장관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,980",0,"2,830","28,150"
3483,2014,정부공직자윤리위원회,최문기,미래창조과학부,장관,예금,"419,638","21,801","274,396","167,043"
3484,2014,정부공직자윤리위원회,최문기,미래창조과학부,장관,채무,"-1,481,403","-150,772","-165,895","-1,466,280"
3485,2014,정부공직자윤리위원회,최문기,미래창조과학부,장관,고지거부 및 등록제외사항,"7,719",0,"7,719",0
3486,2014,정부공직자윤리위원회,최문기,미래창조과학부,장관,총계,"1,643,846","243,345","322,708","1,564,483"
3487,2014,정부공직자윤리위원회,이상목,미래창조과학부,제1차관,토지,"256,255","35,850","28,128","263,977"
3488,2014,정부공직자윤리위원회,이상목,미래창조과학부,제1차관,건물,"674,699",0,"240,000","434,699"
3489,2014,정부공직자윤리위원회,이상목,미래창조과학부,제1차관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,180","8,600","5,180","8,600"
3490,2014,정부공직자윤리위원회,이상목,미래창조과학부,제1차관,예금,"454,025","120,952","336,695","238,282"
3491,2014,정부공직자윤리위원회,이상목,미래창조과학부,제1차관,유가증권,"10,609",0,"9,256","1,353"
3492,2014,정부공직자윤리위원회,이상목,미래창조과학부,제1차관,채권,"200,000","190,000","155,000","235,000"
3493,2014,정부공직자윤리위원회,이상목,미래창조과학부,제1차관,채무,"-183,026","-34,894","-41,070","-176,850"
3494,2014,정부공직자윤리위원회,이상목,미래창조과학부,제1차관,총계,"1,417,742","320,508","733,189","1,005,061"
3495,2014,정부공직자윤리위원회,윤종록,미래창조과학부,제2차관,건물,"642,000",0,0,"642,000"
3496,2014,정부공직자윤리위원회,윤종록,미래창조과학부,제2차관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,570",0,670,"6,900"
3497,2014,정부공직자윤리위원회,윤종록,미래창조과학부,제2차관,예금,"1,613,794","581,650","288,520","1,906,924"
3498,2014,정부공직자윤리위원회,윤종록,미래창조과학부,제2차관,유가증권,"1,054,460","112,194","442,053","724,601"
3499,2014,정부공직자윤리위원회,윤종록,미래창조과학부,제2차관,보석류,"10,000",0,0,"10,000"
3500,2014,정부공직자윤리위원회,윤종록,미래창조과학부,제2차관,고지거부 및 등록제외사항,0,0,0,0
3501,2014,정부공직자윤리위원회,윤종록,미래창조과학부,제2차관,총계,"3,327,824","693,844","731,243","3,290,425"
3502,2014,정부공직자윤리위원회,박항식,미래창조과학부,창조경제조정관,건물,"1,189,976",0,"158,968","1,031,008"
3503,2014,정부공직자윤리위원회,박항식,미래창조과학부,창조경제조정관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,810",0,"1,110","10,700"
3504,2014,정부공직자윤리위원회,박항식,미래창조과학부,창조경제조정관,예금,"319,386","147,683","126,091","340,978"
3505,2014,정부공직자윤리위원회,박항식,미래창조과학부,창조경제조정관,유가증권,"6,000",0,0,"6,000"
3506,2014,정부공직자윤리위원회,박항식,미래창조과학부,창조경제조정관,채권,"50,000",0,"50,000",0
3507,2014,정부공직자윤리위원회,박항식,미래창조과학부,창조경제조정관,채무,"-280,717","-1,667","-168,972","-113,412"
3508,2014,정부공직자윤리위원회,박항식,미래창조과학부,창조경제조정관,고지거부 및 등록제외사항,0,0,0,0
3509,2014,정부공직자윤리위원회,박항식,미래창조과학부,창조경제조정관,총계,"1,296,455","146,016","167,197","1,275,274"
3510,2014,정부공직자윤리위원회,이창한,미래창조과학부,기획조정실장,건물,"3,438,298","53,894","375,800","3,116,392"
3511,2014,정부공직자윤리위원회,이창한,미래창조과학부,기획조정실장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"54,610",0,"13,770","40,840"
3512,2014,정부공직자윤리위원회,이창한,미래창조과학부,기획조정실장,예금,"1,713,095","322,213","140,523","1,894,785"
3513,2014,정부공직자윤리위원회,이창한,미래창조과학부,기획조정실장,채무,"-666,300","-333,000","-516,300","-483,000"
3514,2014,정부공직자윤리위원회,이창한,미래창조과학부,기획조정실장,보석류,0,0,0,0
3515,2014,정부공직자윤리위원회,이창한,미래창조과학부,기획조정실장,고지거부 및 등록제외사항,0,0,0,0
3516,2014,정부공직자윤리위원회,이창한,미래창조과학부,기획조정실장,총계,"4,539,703","43,107","13,793","4,569,017"
3517,2014,정부공직자윤리위원회,최재유,미래창조과학부,정보통신방송정책실장,토지,"323,422","291,068","292,983","321,507"
3518,2014,정부공직자윤리위원회,최재유,미래창조과학부,정보통신방송정책실장,건물,"823,000","114,105","15,000","922,105"
3519,2014,정부공직자윤리위원회,최재유,미래창조과학부,정보통신방송정책실장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,680",0,530,"11,150"
3520,2014,정부공직자윤리위원회,최재유,미래창조과학부,정보통신방송정책실장,예금,"213,562","71,303","49,711","235,154"
3521,2014,정부공직자윤리위원회,최재유,미래창조과학부,정보통신방송정책실장,유가증권,"7,446",0,"7,446",0
3522,2014,정부공직자윤리위원회,최재유,미래창조과학부,정보통신방송정책실장,채권,"25,000",0,0,"25,000"
3523,2014,정부공직자윤리위원회,최재유,미래창조과학부,정보통신방송정책실장,채무,"-811,552","-14,317","-12,000","-813,869"
3524,2014,정부공직자윤리위원회,최재유,미래창조과학부,정보통신방송정책실장,총계,"592,558","462,159","353,670","701,047"
3525,2014,정부공직자윤리위원회,김준호,미래창조과학부 우정사업본부,본부장,토지,"61,665","3,267","3,779","61,153"
3526,2014,정부공직자윤리위원회,김준호,미래창조과학부 우정사업본부,본부장,건물,"597,210",390,0,"597,600"
3527,2014,정부공직자윤리위원회,김준호,미래창조과학부 우정사업본부,본부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,300",0,300,"4,000"
3528,2014,정부공직자윤리위원회,김준호,미래창조과학부 우정사업본부,본부장,예금,"502,851","446,716","363,402","586,165"
3529,2014,정부공직자윤리위원회,김준호,미래창조과학부 우정사업본부,본부장,채무,"-15,690",0,0,"-15,690"
3530,2014,정부공직자윤리위원회,김준호,미래창조과학부 우정사업본부,본부장,총계,"1,150,336","450,373","367,481","1,233,228"
3531,2014,정부공직자윤리위원회,최종배,미래창조과학부 국립중앙과학관,관장,건물,"558,440","98,160","40,000","616,600"
3532,2014,정부공직자윤리위원회,최종배,미래창조과학부 국립중앙과학관,관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,500",0,"1,900","9,600"
3533,2014,정부공직자윤리위원회,최종배,미래창조과학부 국립중앙과학관,관장,예금,"72,566","24,662",0,"97,228"
3534,2014,정부공직자윤리위원회,최종배,미래창조과학부 국립중앙과학관,관장,유가증권,"2,880","17,927","3,197","17,610"
3535,2014,정부공직자윤리위원회,최종배,미래창조과학부 국립중앙과학관,관장,채무,"-42,590","-104,490","-6,882","-140,198"
3536,2014,정부공직자윤리위원회,최종배,미래창조과학부 국립중앙과학관,관장,고지거부 및 등록제외사항,0,0,0,0
3537,2014,정부공직자윤리위원회,최종배,미래창조과학부 국립중앙과학관,관장,총계,"602,796","36,259","38,215","600,840"
3538,2014,정부공직자윤리위원회,고기석,미래창조과학부 지식재산전략기획단,단장,토지,"23,166",0,186,"22,980"
3539,2014,정부공직자윤리위원회,고기석,미래창조과학부 지식재산전략기획단,단장,건물,"1,904,207","98,835","546,333","1,456,709"
3540,2014,정부공직자윤리위원회,고기석,미래창조과학부 지식재산전략기획단,단장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,460",0,"1,060","7,400"
3541,2014,정부공직자윤리위원회,고기석,미래창조과학부 지식재산전략기획단,단장,예금,"30,870","45,744","10,430","66,184"
3542,2014,정부공직자윤리위원회,고기석,미래창조과학부 지식재산전략기획단,단장,채무,"-692,264",0,"-659,495","-32,769"
3543,2014,정부공직자윤리위원회,고기석,미래창조과학부 지식재산전략기획단,단장,총계,"1,274,439","144,579","-101,486","1,520,504"
3544,2014,정부공직자윤리위원회,강혜련,미래창조과학부 한국과학창의재단,이사장,건물,"2,432,226","922,000","1,180,353","2,173,873"
3545,2014,정부공직자윤리위원회,강혜련,미래창조과학부 한국과학창의재단,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"66,170",0,0,"66,170"
3546,2014,정부공직자윤리위원회,강혜련,미래창조과학부 한국과학창의재단,이사장,예금,"377,586","274,156","161,029","490,713"
3547,2014,정부공직자윤리위원회,강혜련,미래창조과학부 한국과학창의재단,이사장,유가증권,"118,772","6,103","13,132","111,743"
3548,2014,정부공직자윤리위원회,강혜련,미래창조과학부 한국과학창의재단,이사장,채무,"-790,000","-640,000","-660,000","-770,000"
3549,2014,정부공직자윤리위원회,강혜련,미래창조과학부 한국과학창의재단,이사장,고지거부 및 등록제외사항,0,0,0,0
3550,2014,정부공직자윤리위원회,강혜련,미래창조과학부 한국과학창의재단,이사장,총계,"2,204,754","562,259","694,514","2,072,499"
3551,2014,정부공직자윤리위원회,박수용,미래창조과학부 정보통신산업진흥원,원장,토지,"404,716",0,0,"404,716"
3552,2014,정부공직자윤리위원회,박수용,미래창조과학부 정보통신산업진흥원,원장,건물,"1,354,460",0,"59,560","1,294,900"
3553,2014,정부공직자윤리위원회,박수용,미래창조과학부 정보통신산업진흥원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"39,220",0,700,"38,520"
3554,2014,정부공직자윤리위원회,박수용,미래창조과학부 정보통신산업진흥원,원장,예금,"343,345","49,650","11,504","381,491"
3555,2014,정부공직자윤리위원회,박수용,미래창조과학부 정보통신산업진흥원,원장,유가증권,699,17,0,716
3556,2014,정부공직자윤리위원회,박수용,미래창조과학부 정보통신산업진흥원,원장,채무,"-810,925","-22,492","-12,472","-820,945"
3557,2014,정부공직자윤리위원회,박수용,미래창조과학부 정보통신산업진흥원,원장,총계,"1,331,515","27,175","59,292","1,299,398"
3558,2014,정부공직자윤리위원회,김명룡,미래창조과학부 한국방송통신전파진흥원,원장,토지,500,0,0,500
3559,2014,정부공직자윤리위원회,김명룡,미래창조과학부 한국방송통신전파진흥원,원장,건물,"1,248,225","226,044",0,"1,474,269"
3560,2014,정부공직자윤리위원회,김명룡,미래창조과학부 한국방송통신전파진흥원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"18,920","5,960",0,"24,880"
3561,2014,정부공직자윤리위원회,김명룡,미래창조과학부 한국방송통신전파진흥원,원장,예금,"292,428","196,003",146,"488,285"
3562,2014,정부공직자윤리위원회,김명룡,미래창조과학부 한국방송통신전파진흥원,원장,유가증권,"24,463","153,907",880,"177,490"
3563,2014,정부공직자윤리위원회,김명룡,미래창조과학부 한국방송통신전파진흥원,원장,채무,"-44,298","-2,354",-720,"-45,932"
3564,2014,정부공직자윤리위원회,김명룡,미래창조과학부 한국방송통신전파진흥원,원장,총계,"1,540,238","579,560",306,"2,119,492"
3565,2014,정부공직자윤리위원회,이기주,미래창조과학부 한국인터넷진흥원,원장,토지,0,"6,761",0,"6,761"
3566,2014,정부공직자윤리위원회,이기주,미래창조과학부 한국인터넷진흥원,원장,건물,"1,672,000","863,598","680,000","1,855,598"
3567,2014,정부공직자윤리위원회,이기주,미래창조과학부 한국인터넷진흥원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,000",0,"2,800","24,200"
3568,2014,정부공직자윤리위원회,이기주,미래창조과학부 한국인터넷진흥원,원장,예금,"1,237,023","765,241","720,044","1,282,220"
3569,2014,정부공직자윤리위원회,이기주,미래창조과학부 한국인터넷진흥원,원장,채무,"-630,000","-60,976",0,"-690,976"
3570,2014,정부공직자윤리위원회,이기주,미래창조과학부 한국인터넷진흥원,원장,회원권,"29,100",0,0,"29,100"
3571,2014,정부공직자윤리위원회,이기주,미래창조과학부 한국인터넷진흥원,원장,고지거부 및 등록제외사항,0,0,0,0
3572,2014,정부공직자윤리위원회,이기주,미래창조과학부 한국인터넷진흥원,원장,총계,"2,335,123","1,574,624","1,402,844","2,506,903"
3573,2014,정부공직자윤리위원회,장광수,미래창조과학부 한국정보화진흥원,원장,건물,"780,000",0,"87,000","693,000"
3574,2014,정부공직자윤리위원회,장광수,미래창조과학부 한국정보화진흥원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"18,000",0,"3,000","15,000"
3575,2014,정부공직자윤리위원회,장광수,미래창조과학부 한국정보화진흥원,원장,예금,"41,699","22,665","34,410","29,954"
3576,2014,정부공직자윤리위원회,장광수,미래창조과학부 한국정보화진흥원,원장,채무,"-867,066",0,"-170,139","-696,927"
3577,2014,정부공직자윤리위원회,장광수,미래창조과학부 한국정보화진흥원,원장,금 및 백금,"6,000","1,000",0,"7,000"
3578,2014,정부공직자윤리위원회,장광수,미래창조과학부 한국정보화진흥원,원장,골동품 및 예술품,"5,000","1,000",0,"6,000"
3579,2014,정부공직자윤리위원회,장광수,미래창조과학부 한국정보화진흥원,원장,총계,"-16,367","24,665","-45,729","54,027"
3580,2014,정부공직자윤리위원회,강성모,미래창조과학부 한국과학기술원,총장,건물,"1,208,710",0,"54,075","1,154,635"
3581,2014,정부공직자윤리위원회,강성모,미래창조과학부 한국과학기술원,총장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,155",0,"3,827","22,328"
3582,2014,정부공직자윤리위원회,강성모,미래창조과학부 한국과학기술원,총장,예금,"649,644","118,835","80,684","687,795"
3583,2014,정부공직자윤리위원회,강성모,미래창조과학부 한국과학기술원,총장,채무,"-400,027",0,"-50,517","-349,510"
3584,2014,정부공직자윤리위원회,강성모,미래창조과학부 한국과학기술원,총장,합명·합자·유한회사 출자지분,"27,500",0,920,"26,580"
3585,2014,정부공직자윤리위원회,강성모,미래창조과학부 한국과학기술원,총장,총계,"1,511,982","118,835","88,989","1,541,828"
3586,2014,정부공직자윤리위원회,김영준,미래창조과학부 광주과학기술원,총장,건물,"1,409,070","137,210",0,"1,546,280"
3587,2014,정부공직자윤리위원회,김영준,미래창조과학부 광주과학기술원,총장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"62,400","67,000","50,400","79,000"
3588,2014,정부공직자윤리위원회,김영준,미래창조과학부 광주과학기술원,총장,예금,"468,913","191,662","141,232","519,343"
3589,2014,정부공직자윤리위원회,김영준,미래창조과학부 광주과학기술원,총장,채무,"-277,943","-317,110","-277,943","-317,110"
3590,2014,정부공직자윤리위원회,김영준,미래창조과학부 광주과학기술원,총장,고지거부 및 등록제외사항,0,0,0,0
3591,2014,정부공직자윤리위원회,김영준,미래창조과학부 광주과학기술원,총장,총계,"1,662,440","78,762","-86,311","1,827,513"
3592,2014,정부공직자윤리위원회,신성철,미래창조과학부 대구경북과학기술원,총장,토지,"20,982","4,645",283,"25,344"
3593,2014,정부공직자윤리위원회,신성철,미래창조과학부 대구경북과학기술원,총장,건물,"2,380,501","83,642","214,212","2,249,931"
3594,2014,정부공직자윤리위원회,신성철,미래창조과학부 대구경북과학기술원,총장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,480",0,"8,900","18,580"
3595,2014,정부공직자윤리위원회,신성철,미래창조과학부 대구경북과학기술원,총장,예금,"821,339","606,524","485,270","942,593"
3596,2014,정부공직자윤리위원회,신성철,미래창조과학부 대구경북과학기술원,총장,유가증권,"49,252","6,571",731,"55,092"
3597,2014,정부공직자윤리위원회,신성철,미래창조과학부 대구경북과학기술원,총장,채무,"-472,920","-31,784","-40,000","-464,704"
3598,2014,정부공직자윤리위원회,신성철,미래창조과학부 대구경북과학기술원,총장,총계,"2,826,634","669,598","669,396","2,826,836"
3599,2014,정부공직자윤리위원회,조철구,미래창조과학부 한국원자력의학원,원장,토지,"369,829","17,861",0,"387,690"
3600,2014,정부공직자윤리위원회,조철구,미래창조과학부 한국원자력의학원,원장,건물,"818,000",0,0,"818,000"
3601,2014,정부공직자윤리위원회,조철구,미래창조과학부 한국원자력의학원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"62,080",0,0,"62,080"
3602,2014,정부공직자윤리위원회,조철구,미래창조과학부 한국원자력의학원,원장,현금,0,"185,000",0,"185,000"
3603,2014,정부공직자윤리위원회,조철구,미래창조과학부 한국원자력의학원,원장,예금,"593,123","229,377","60,644","761,856"
3604,2014,정부공직자윤리위원회,조철구,미래창조과학부 한국원자력의학원,원장,채무,"-21,529",0,"-3,226","-18,303"
3605,2014,정부공직자윤리위원회,조철구,미래창조과학부 한국원자력의학원,원장,회원권,"6,000",0,0,"6,000"
3606,2014,정부공직자윤리위원회,조철구,미래창조과학부 한국원자력의학원,원장,총계,"1,827,503","432,238","57,418","2,202,323"
3607,2014,정부공직자윤리위원회,오세정,미래창조과학부 기초과학연구원,원장,토지,"828,248","32,577",0,"860,825"
3608,2014,정부공직자윤리위원회,오세정,미래창조과학부 기초과학연구원,원장,건물,"2,269,438","6,726","435,688","1,840,476"
3609,2014,정부공직자윤리위원회,오세정,미래창조과학부 기초과학연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,300","23,730","1,230","28,800"
3610,2014,정부공직자윤리위원회,오세정,미래창조과학부 기초과학연구원,원장,예금,"1,065,393","517,165","509,865","1,072,693"
3611,2014,정부공직자윤리위원회,오세정,미래창조과학부 기초과학연구원,원장,채권,"4,383",0,"4,383",0
3612,2014,정부공직자윤리위원회,오세정,미래창조과학부 기초과학연구원,원장,채무,"-119,240","-128,675","-119,240","-128,675"
3613,2014,정부공직자윤리위원회,오세정,미래창조과학부 기초과학연구원,원장,총계,"4,054,522","451,523","831,926","3,674,119"
3614,2014,정부공직자윤리위원회,박영아,미래창조과학부 한국과학기술기획평가원,원장,토지,"41,130",0,0,"41,130"
3615,2014,정부공직자윤리위원회,박영아,미래창조과학부 한국과학기술기획평가원,원장,건물,"2,489,842",0,0,"2,489,842"
3616,2014,정부공직자윤리위원회,박영아,미래창조과학부 한국과학기술기획평가원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,000",0,0,"11,000"
3617,2014,정부공직자윤리위원회,박영아,미래창조과학부 한국과학기술기획평가원,원장,예금,"1,420,068","372,586","202,034","1,590,620"
3618,2014,정부공직자윤리위원회,박영아,미래창조과학부 한국과학기술기획평가원,원장,채무,"-715,200",0,0,"-715,200"
3619,2014,정부공직자윤리위원회,박영아,미래창조과학부 한국과학기술기획평가원,원장,총계,"3,246,840","372,586","202,034","3,417,392"
3620,2014,정부공직자윤리위원회,김건,미래창조과학부 기초기술연구회,이사장,토지,"10,112","1,138",0,"11,250"
3621,2014,정부공직자윤리위원회,김건,미래창조과학부 기초기술연구회,이사장,건물,"1,966,628","1,533,500","1,190,000","2,310,128"
3622,2014,정부공직자윤리위원회,김건,미래창조과학부 기초기술연구회,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"52,400",0,"5,240","47,160"
3623,2014,정부공직자윤리위원회,김건,미래창조과학부 기초기술연구회,이사장,예금,"1,313,624","659,475","867,934","1,105,165"
3624,2014,정부공직자윤리위원회,김건,미래창조과학부 기초기술연구회,이사장,유가증권,"666,243","323,790","205,979","784,054"
3625,2014,정부공직자윤리위원회,김건,미래창조과학부 기초기술연구회,이사장,채무,"-567,000","-293,208","-60,000","-800,208"
3626,2014,정부공직자윤리위원회,김건,미래창조과학부 기초기술연구회,이사장,회원권,"61,142",0,0,"61,142"
3627,2014,정부공직자윤리위원회,김건,미래창조과학부 기초기술연구회,이사장,총계,"3,503,149","2,224,695","2,209,153","3,518,691"
3628,2014,정부공직자윤리위원회,정광화,미래창조과학부 한국기초과학지원연구원,원장,토지,"227,387","2,920","3,120","227,187"
3629,2014,정부공직자윤리위원회,정광화,미래창조과학부 한국기초과학지원연구원,원장,건물,"1,104,244","16,751","1,400","1,119,595"
3630,2014,정부공직자윤리위원회,정광화,미래창조과학부 한국기초과학지원연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,240",0,910,"12,330"
3631,2014,정부공직자윤리위원회,정광화,미래창조과학부 한국기초과학지원연구원,원장,예금,"2,554,516","840,806","662,927","2,732,395"
3632,2014,정부공직자윤리위원회,정광화,미래창조과학부 한국기초과학지원연구원,원장,유가증권,"150,091",0,"144,387","5,704"
3633,2014,정부공직자윤리위원회,정광화,미래창조과학부 한국기초과학지원연구원,원장,채무,"-255,000","-25,000",0,"-280,000"
3634,2014,정부공직자윤리위원회,정광화,미래창조과학부 한국기초과학지원연구원,원장,고지거부 및 등록제외사항,0,0,0,0
3635,2014,정부공직자윤리위원회,정광화,미래창조과학부 한국기초과학지원연구원,원장,총계,"3,794,478","835,477","812,744","3,817,211"
3636,2014,정부공직자윤리위원회,박필호,미래창조과학부 한국천문연구원,원장,건물,"636,067","372,413","252,000","756,480"
3637,2014,정부공직자윤리위원회,박필호,미래창조과학부 한국천문연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,240",0,"1,340","1,900"
3638,2014,정부공직자윤리위원회,박필호,미래창조과학부 한국천문연구원,원장,예금,"173,156","76,238","46,427","202,967"
3639,2014,정부공직자윤리위원회,박필호,미래창조과학부 한국천문연구원,원장,유가증권,470,193,329,334
3640,2014,정부공직자윤리위원회,박필호,미래창조과학부 한국천문연구원,원장,채무,"-179,761","-294,480","-179,761","-294,480"
3641,2014,정부공직자윤리위원회,박필호,미래창조과학부 한국천문연구원,원장,총계,"633,172","154,364","120,335","667,201"
3642,2014,정부공직자윤리위원회,오태광,미래창조과학부 한국생명공학연구원,원장,토지,"92,799","25,493",293,"117,999"
3643,2014,정부공직자윤리위원회,오태광,미래창조과학부 한국생명공학연구원,원장,건물,"358,000",0,"23,000","335,000"
3644,2014,정부공직자윤리위원회,오태광,미래창조과학부 한국생명공학연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,000",0,"2,130","13,870"
3645,2014,정부공직자윤리위원회,오태광,미래창조과학부 한국생명공학연구원,원장,예금,"1,458,360","808,770","832,436","1,434,694"
3646,2014,정부공직자윤리위원회,오태광,미래창조과학부 한국생명공학연구원,원장,유가증권,"49,596",0,0,"49,596"
3647,2014,정부공직자윤리위원회,오태광,미래창조과학부 한국생명공학연구원,원장,총계,"1,974,755","834,263","857,859","1,951,159"
3648,2014,정부공직자윤리위원회,박영서,미래창조과학부 한국과학기술정보연구원,원장,토지,"7,020",202,0,"7,222"
3649,2014,정부공직자윤리위원회,박영서,미래창조과학부 한국과학기술정보연구원,원장,건물,"455,713","630,000","320,522","765,191"
3650,2014,정부공직자윤리위원회,박영서,미래창조과학부 한국과학기술정보연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,430","15,000",290,"21,140"
3651,2014,정부공직자윤리위원회,박영서,미래창조과학부 한국과학기술정보연구원,원장,예금,"100,702","20,386","23,921","97,167"
3652,2014,정부공직자윤리위원회,박영서,미래창조과학부 한국과학기술정보연구원,원장,채무,"-128,001","-235,911","-6,299","-357,613"
3653,2014,정부공직자윤리위원회,박영서,미래창조과학부 한국과학기술정보연구원,원장,총계,"441,864","429,677","338,434","533,107"
3654,2014,정부공직자윤리위원회,최승훈,미래창조과학부 한국한의학연구원,원장,토지,"247,774","17,446",226,"264,994"
3655,2014,정부공직자윤리위원회,최승훈,미래창조과학부 한국한의학연구원,원장,건물,"1,166,000","19,000","166,000","1,019,000"
3656,2014,정부공직자윤리위원회,최승훈,미래창조과학부 한국한의학연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,498",0,951,"8,547"
3657,2014,정부공직자윤리위원회,최승훈,미래창조과학부 한국한의학연구원,원장,예금,"461,503","407,862","231,152","638,213"
3658,2014,정부공직자윤리위원회,최승훈,미래창조과학부 한국한의학연구원,원장,채권,"200,000",0,"200,000",0
3659,2014,정부공직자윤리위원회,최승훈,미래창조과학부 한국한의학연구원,원장,채무,"-200,000",0,0,"-200,000"
3660,2014,정부공직자윤리위원회,최승훈,미래창조과학부 한국한의학연구원,원장,총계,"1,884,775","444,308","598,329","1,730,754"
3661,2014,정부공직자윤리위원회,강대임,미래창조과학부 한국표준과학연구원,원장,토지,"25,359","1,130",114,"26,375"
3662,2014,정부공직자윤리위원회,강대임,미래창조과학부 한국표준과학연구원,원장,건물,"441,452","3,994","2,000","443,446"
3663,2014,정부공직자윤리위원회,강대임,미래창조과학부 한국표준과학연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"37,830",0,"4,380","33,450"
3664,2014,정부공직자윤리위원회,강대임,미래창조과학부 한국표준과학연구원,원장,예금,"92,610","50,982","16,469","127,123"
3665,2014,정부공직자윤리위원회,강대임,미래창조과학부 한국표준과학연구원,원장,채무,"-63,305",0,"-13,305","-50,000"
3666,2014,정부공직자윤리위원회,강대임,미래창조과학부 한국표준과학연구원,원장,고지거부 및 등록제외사항,"25,445",0,"25,445",0
