순번,연도,관할기관,성명,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
11425,2013,정부공직자윤리위원회,이태순,경기도 의회,의원,채권,"208,000 ",0 ,"208,000 ",0 
11426,2013,정부공직자윤리위원회,이태순,경기도 의회,의원,채무,"-483,506 ","-557,000 ","-443,982 ","-596,524 "
11427,2013,정부공직자윤리위원회,이태순,경기도 의회,의원,고지거부 및 등록제외사항,"45,506 ",0 ,"45,506 ",0 
11428,2013,정부공직자윤리위원회,이태순,경기도 의회,의원,총계,"947,710 ","-510,608 ","246,388 ","190,714 "
11429,2013,정부공직자윤리위원회,이필구,경기도 의회,의원,토지,"54,956 ","4,668 ",0 ,"59,624 "
11430,2013,정부공직자윤리위원회,이필구,경기도 의회,의원,건물,"820,406 ","282,500 ",0 ,"1,102,906 "
11431,2013,정부공직자윤리위원회,이필구,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,170 ",60 ,"2,200 ","7,030 "
11432,2013,정부공직자윤리위원회,이필구,경기도 의회,의원,예금,"269,009 ","73,210 ","170,674 ","171,545 "
11433,2013,정부공직자윤리위원회,이필구,경기도 의회,의원,채무,"-484,960 ","-210,000 ","-34,960 ","-660,000 "
11434,2013,정부공직자윤리위원회,이필구,경기도 의회,의원,총계,"668,581 ","150,438 ","137,914 ","681,105 "
11435,2013,정부공직자윤리위원회,이해문,경기도 의회,의원,토지,"34,450 ",0 ,0 ,"34,450 "
11436,2013,정부공직자윤리위원회,이해문,경기도 의회,의원,건물,"15,230 ",150 ,0 ,"15,380 "
11437,2013,정부공직자윤리위원회,이해문,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,000 ",0 ,"4,000 ","6,000 "
11438,2013,정부공직자윤리위원회,이해문,경기도 의회,의원,현금,"15,000 ",0 ,"12,000 ","3,000 "
11439,2013,정부공직자윤리위원회,이해문,경기도 의회,의원,예금,"49,586 ","16,252 ","24,136 ","41,702 "
11440,2013,정부공직자윤리위원회,이해문,경기도 의회,의원,유가증권,"135,600 ",0 ,0 ,"135,600 "
11441,2013,정부공직자윤리위원회,이해문,경기도 의회,의원,채무,"-240,781 ","-294,770 ","-228,581 ","-306,970 "
11442,2013,정부공직자윤리위원회,이해문,경기도 의회,의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
11443,2013,정부공직자윤리위원회,이해문,경기도 의회,의원,총계,"19,085 ","-278,368 ","-188,445 ","-70,838 "
11444,2013,정부공직자윤리위원회,이효경,경기도 의회,의원,건물,"185,000 ","7,000 ",0 ,"192,000 "
11445,2013,정부공직자윤리위원회,이효경,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"42,390 ",0 ,0 ,"42,390 "
11446,2013,정부공직자윤리위원회,이효경,경기도 의회,의원,예금,"46,462 ","6,316 ","4,732 ","48,046 "
11447,2013,정부공직자윤리위원회,이효경,경기도 의회,의원,유가증권,"1,250 ",0 ,"1,250 ",0 
11448,2013,정부공직자윤리위원회,이효경,경기도 의회,의원,채무,"-147,461 ","-67,795 ","-21,052 ","-194,204 "
11449,2013,정부공직자윤리위원회,이효경,경기도 의회,의원,총계,"127,641 ","-54,479 ","-15,070 ","88,232 "
11450,2013,정부공직자윤리위원회,임병택,경기도 의회,의원,토지,"45,884 ","4,621 ",0 ,"50,505 "
11451,2013,정부공직자윤리위원회,임병택,경기도 의회,의원,건물,"275,562 ","5,430 ",0 ,"280,992 "
11452,2013,정부공직자윤리위원회,임병택,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"25,000 ",0 ,"2,000 ","23,000 "
11453,2013,정부공직자윤리위원회,임병택,경기도 의회,의원,예금,"234,251 ","68,116 ","30,104 ","272,263 "
11454,2013,정부공직자윤리위원회,임병택,경기도 의회,의원,채무,"-57,076 ","-55,378 ","-28,706 ","-83,748 "
11455,2013,정부공직자윤리위원회,임병택,경기도 의회,의원,총계,"523,621 ","22,789 ","3,398 ","543,012 "
11456,2013,정부공직자윤리위원회,임채호,경기도 의회,의원,토지,"159,734 ","1,442 ","127,200 ","33,976 "
11457,2013,정부공직자윤리위원회,임채호,경기도 의회,의원,건물,"569,660 ","14,000 ","282,000 ","301,660 "
11458,2013,정부공직자윤리위원회,임채호,경기도 의회,의원,예금,0 ,"2,454 ",0 ,"2,454 "
11459,2013,정부공직자윤리위원회,임채호,경기도 의회,의원,채무,"-378,000 ",0 ,"-4,819 ","-373,181 "
11460,2013,정부공직자윤리위원회,임채호,경기도 의회,의원,총계,"351,394 ","17,896 ","404,381 ","-35,091 "
11461,2013,정부공직자윤리위원회,임한수,경기도 의회,의원,토지,"3,567,230 ","274,653 ","223,001 ","3,618,882 "
11462,2013,정부공직자윤리위원회,임한수,경기도 의회,의원,건물,"2,601,644 ","257,398 ","16,001 ","2,843,041 "
11463,2013,정부공직자윤리위원회,임한수,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"87,182 ",0 ,0 ,"87,182 "
11464,2013,정부공직자윤리위원회,임한수,경기도 의회,의원,예금,"252,357 ","114,873 ","99,870 ","267,360 "
11465,2013,정부공직자윤리위원회,임한수,경기도 의회,의원,유가증권,0 ,34 ,0 ,34 
11466,2013,정부공직자윤리위원회,임한수,경기도 의회,의원,채무,"-2,924,283 ","-327,744 ","-127,916 ","-3,124,111 "
11467,2013,정부공직자윤리위원회,임한수,경기도 의회,의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
11468,2013,정부공직자윤리위원회,임한수,경기도 의회,의원,총계,"3,584,130 ","319,214 ","210,956 ","3,692,388 "
11469,2013,정부공직자윤리위원회,장동일,경기도 의회,의원,토지,"15,176 ","19,797 ",0 ,"34,973 "
11470,2013,정부공직자윤리위원회,장동일,경기도 의회,의원,건물,"300,000 ","2,623 ",0 ,"302,623 "
11471,2013,정부공직자윤리위원회,장동일,경기도 의회,의원,예금,"845,896 ","429,194 ","483,293 ","791,797 "
11472,2013,정부공직자윤리위원회,장동일,경기도 의회,의원,유가증권,0 ,"27,007 ",0 ,"27,007 "
11473,2013,정부공직자윤리위원회,장동일,경기도 의회,의원,채무,"-152,041 ","-1,000 ","-115,467 ","-37,574 "
11474,2013,정부공직자윤리위원회,장동일,경기도 의회,의원,총계,"1,009,031 ","477,621 ","367,826 ","1,118,826 "
11475,2013,정부공직자윤리위원회,장태환,경기도 의회,의원,건물,"816,000 ","120,000 ",0 ,"936,000 "
11476,2013,정부공직자윤리위원회,장태환,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,000 ",0 ,0 ,"5,000 "
11477,2013,정부공직자윤리위원회,장태환,경기도 의회,의원,예금,"54,851 ",0 ,0 ,"54,851 "
11478,2013,정부공직자윤리위원회,장태환,경기도 의회,의원,채무,"-584,893 ","-300,000 ","-170,000 ","-714,893 "
11479,2013,정부공직자윤리위원회,장태환,경기도 의회,의원,총계,"290,958 ","-180,000 ","-170,000 ","280,958 "
11480,2013,정부공직자윤리위원회,장현국,경기도 의회,의원,건물,"120,000 ",0 ,0 ,"120,000 "
11481,2013,정부공직자윤리위원회,장현국,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,000 ",0 ,"1,000 ","4,000 "
11482,2013,정부공직자윤리위원회,장현국,경기도 의회,의원,총계,"125,000 ",0 ,"1,000 ","124,000 "
11483,2013,정부공직자윤리위원회,장호철,경기도 의회,의원,건물,"10,000 ",0 ,0 ,"10,000 "
11484,2013,정부공직자윤리위원회,장호철,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,270 ",0 ,330 ,"1,940 "
11485,2013,정부공직자윤리위원회,장호철,경기도 의회,의원,예금,"83,725 ","10,952 ","4,342 ","90,335 "
11486,2013,정부공직자윤리위원회,장호철,경기도 의회,의원,채무,"-55,161 ","-1,149 ",0 ,"-56,310 "
11487,2013,정부공직자윤리위원회,장호철,경기도 의회,의원,총계,"40,834 ","9,803 ","4,672 ","45,965 "
11488,2013,정부공직자윤리위원회,정기열,경기도 의회,의원,토지,"157,306 ","8,775 ",277 ,"165,804 "
11489,2013,정부공직자윤리위원회,정기열,경기도 의회,의원,건물,"372,300 ","1,100 ","2,000 ","371,400 "
11490,2013,정부공직자윤리위원회,정기열,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"1,800 ","1,900 ",800 ,"2,900 "
11491,2013,정부공직자윤리위원회,정기열,경기도 의회,의원,예금,"51,000 ","49,497 ","1,868 ","98,629 "
11492,2013,정부공직자윤리위원회,정기열,경기도 의회,의원,유가증권,"1,503 ",35 ,118 ,"1,420 "
11493,2013,정부공직자윤리위원회,정기열,경기도 의회,의원,채무,"-199,336 ","-225,800 ","-174,914 ","-250,222 "
11494,2013,정부공직자윤리위원회,정기열,경기도 의회,의원,총계,"384,573 ","-164,493 ","-169,851 ","389,931 "
11495,2013,정부공직자윤리위원회,정대운,경기도 의회,의원,건물,"35,000 ",0 ,0 ,"35,000 "
11496,2013,정부공직자윤리위원회,정대운,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,730 ",0 ,700 ,"5,030 "
11497,2013,정부공직자윤리위원회,정대운,경기도 의회,의원,예금,"61,082 ","41,113 ","34,824 ","67,371 "
11498,2013,정부공직자윤리위원회,정대운,경기도 의회,의원,채무,"-15,003 ","-20,286 ","-8,601 ","-26,688 "
11499,2013,정부공직자윤리위원회,정대운,경기도 의회,의원,총계,"86,809 ","20,827 ","26,923 ","80,713 "
11500,2013,정부공직자윤리위원회,정상순,경기도 의회,의원,건물,"1,806,384 ","155,382 ","179,250 ","1,782,516 "
11501,2013,정부공직자윤리위원회,정상순,경기도 의회,의원,예금,"224,791 ","16,450 ","185,144 ","56,097 "
11502,2013,정부공직자윤리위원회,정상순,경기도 의회,의원,채무,"-1,297,723 ","-89,248 ","-514,743 ","-872,228 "
11503,2013,정부공직자윤리위원회,정상순,경기도 의회,의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
11504,2013,정부공직자윤리위원회,정상순,경기도 의회,의원,총계,"733,452 ","82,584 ","-150,349 ","966,385 "
11505,2013,정부공직자윤리위원회,정재영,경기도 의회,의원,토지,"87,033 ","10,358 ",0 ,"97,391 "
11506,2013,정부공직자윤리위원회,정재영,경기도 의회,의원,건물,"880,818 ","100,894 ",0 ,"981,712 "
11507,2013,정부공직자윤리위원회,정재영,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"19,000 ",0 ,"2,200 ","16,800 "
11508,2013,정부공직자윤리위원회,정재영,경기도 의회,의원,예금,"77,663 ","34,461 ","15,625 ","96,499 "
11509,2013,정부공직자윤리위원회,정재영,경기도 의회,의원,채무,"-360,597 ","-62,271 ",0 ,"-422,868 "
11510,2013,정부공직자윤리위원회,정재영,경기도 의회,의원,총계,"703,917 ","83,442 ","17,825 ","769,534 "
11511,2013,정부공직자윤리위원회,조광명,경기도 의회,의원,건물,"575,000 ","60,000 ","25,000 ","610,000 "
11512,2013,정부공직자윤리위원회,조광명,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,220 ",0 ,"5,000 ","21,220 "
11513,2013,정부공직자윤리위원회,조광명,경기도 의회,의원,예금,"44,180 ","15,183 ","8,080 ","51,283 "
11514,2013,정부공직자윤리위원회,조광명,경기도 의회,의원,채무,"-335,800 ","-100,600 ","-114,120 ","-322,280 "
11515,2013,정부공직자윤리위원회,조광명,경기도 의회,의원,총계,"309,600 ","-25,417 ","-76,040 ","360,223 "
11516,2013,정부공직자윤리위원회,조광주,경기도 의회,의원,건물,"172,500 ","7,000 ","101,500 ","78,000 "
11517,2013,정부공직자윤리위원회,조광주,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,150 ",0 ,"1,300 ","3,850 "
11518,2013,정부공직자윤리위원회,조광주,경기도 의회,의원,예금,"58,295 ","7,625 ","4,705 ","61,215 "
11519,2013,정부공직자윤리위원회,조광주,경기도 의회,의원,채무,"-154,572 ","-3,600 ","-66,856 ","-91,316 "
11520,2013,정부공직자윤리위원회,조광주,경기도 의회,의원,총계,"81,373 ","11,025 ","40,649 ","51,749 "
11521,2013,정부공직자윤리위원회,조성욱,경기도 의회,의원,토지,"1,502,703 ",0 ,"8,030 ","1,494,673 "
11522,2013,정부공직자윤리위원회,조성욱,경기도 의회,의원,건물,"291,000 ",0 ,0 ,"291,000 "
11523,2013,정부공직자윤리위원회,조성욱,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,700 ",0 ,"11,508 ","1,192 "
11524,2013,정부공직자윤리위원회,조성욱,경기도 의회,의원,예금,"108,732 ","29,146 ","10,918 ","126,960 "
11525,2013,정부공직자윤리위원회,조성욱,경기도 의회,의원,유가증권,"27,017 ","20,499 ","26,934 ","20,582 "
11526,2013,정부공직자윤리위원회,조성욱,경기도 의회,의원,채무,"-134,506 ","-57,124 ",0 ,"-191,630 "
11527,2013,정부공직자윤리위원회,조성욱,경기도 의회,의원,총계,"1,807,646 ","-7,479 ","57,390 ","1,742,777 "
11528,2013,정부공직자윤리위원회,조양민,경기도 의회,의원,토지,"354,114 ","32,752 ",0 ,"386,866 "
11529,2013,정부공직자윤리위원회,조양민,경기도 의회,의원,건물,"663,310 ",0 ,"391,310 ","272,000 "
11530,2013,정부공직자윤리위원회,조양민,경기도 의회,의원,현금,"15,000 ",0 ,"5,000 ","10,000 "
11531,2013,정부공직자윤리위원회,조양민,경기도 의회,의원,예금,"110,199 ","14,038 ","35,317 ","88,920 "
11532,2013,정부공직자윤리위원회,조양민,경기도 의회,의원,채권,"560,000 ",0 ,"10,000 ","550,000 "
11533,2013,정부공직자윤리위원회,조양민,경기도 의회,의원,채무,"-662,170 ",0 ,"-323,229 ","-338,941 "
11534,2013,정부공직자윤리위원회,조양민,경기도 의회,의원,합명·합자·유한회사 출자지분,"270,000 ","55,000 ","70,000 ","255,000 "
11535,2013,정부공직자윤리위원회,조양민,경기도 의회,의원,총계,"1,310,453 ","101,790 ","188,398 ","1,223,845 "
11536,2013,정부공직자윤리위원회,조평호,경기도 의회,의원,토지,"63,966 ",0 ,0 ,"63,966 "
11537,2013,정부공직자윤리위원회,조평호,경기도 의회,의원,건물,"815,500 ","510,000 ","365,500 ","960,000 "
11538,2013,정부공직자윤리위원회,조평호,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,000 ","6,000 ","1,000 ","13,000 "
11539,2013,정부공직자윤리위원회,조평호,경기도 의회,의원,예금,"557,433 ","445,798 ","468,977 ","534,254 "
11540,2013,정부공직자윤리위원회,조평호,경기도 의회,의원,유가증권,"13,578 ","3,925 ","2,106 ","15,397 "
11541,2013,정부공직자윤리위원회,조평호,경기도 의회,의원,채무,"-305,000 ","-350,000 ","-305,000 ","-350,000 "
11542,2013,정부공직자윤리위원회,조평호,경기도 의회,의원,총계,"1,153,477 ","615,723 ","532,583 ","1,236,617 "
11543,2013,정부공직자윤리위원회,지수식,경기도 의회,의원,건물,"955,000 ","714,000 ","311,000 ","1,358,000 "
11544,2013,정부공직자윤리위원회,지수식,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"35,164 ","15,000 ","11,412 ","38,752 "
11545,2013,정부공직자윤리위원회,지수식,경기도 의회,의원,예금,"97,734 ","44,712 ","71,121 ","71,325 "
11546,2013,정부공직자윤리위원회,지수식,경기도 의회,의원,유가증권,"373,279 ","156,326 ","373,279 ","156,326 "
11547,2013,정부공직자윤리위원회,지수식,경기도 의회,의원,채무,"-627,000 ","-425,000 ","-270,000 ","-782,000 "
11548,2013,정부공직자윤리위원회,지수식,경기도 의회,의원,총계,"834,177 ","505,038 ","496,812 ","842,403 "
11549,2013,정부공직자윤리위원회,천동현,경기도 의회,의원,토지,"400,123 ","11,902 ",40 ,"411,985 "
11550,2013,정부공직자윤리위원회,천동현,경기도 의회,의원,건물,"211,200 ","2,600 ","22,900 ","190,900 "
11551,2013,정부공직자윤리위원회,천동현,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,700 ",0 ,"9,700 ",0 
11552,2013,정부공직자윤리위원회,천동현,경기도 의회,의원,예금,"178,998 ","40,861 ","23,537 ","196,322 "
11553,2013,정부공직자윤리위원회,천동현,경기도 의회,의원,유가증권,"2,601 ",0 ,398 ,"2,203 "
11554,2013,정부공직자윤리위원회,천동현,경기도 의회,의원,채무,"-118,290 ","-42,046 ","-29,160 ","-131,176 "
11555,2013,정부공직자윤리위원회,천동현,경기도 의회,의원,총계,"684,332 ","13,317 ","27,415 ","670,234 "
11556,2013,정부공직자윤리위원회,천영미,경기도 의회,의원,건물,"50,000 ",0 ,0 ,"50,000 "
11557,2013,정부공직자윤리위원회,천영미,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,010 ",0 ,"2,000 ","14,010 "
11558,2013,정부공직자윤리위원회,천영미,경기도 의회,의원,현금,"1,000 ",0 ,0 ,"1,000 "
11559,2013,정부공직자윤리위원회,천영미,경기도 의회,의원,예금,"53,396 ","26,884 ","15,236 ","65,044 "
11560,2013,정부공직자윤리위원회,천영미,경기도 의회,의원,채무,"-10,000 ",0 ,0 ,"-10,000 "
11561,2013,정부공직자윤리위원회,천영미,경기도 의회,의원,금 및 백금,"4,120 ",880 ,0 ,"5,000 "
11562,2013,정부공직자윤리위원회,천영미,경기도 의회,의원,총계,"114,526 ","27,764 ","17,236 ","125,054 "
11563,2013,정부공직자윤리위원회,최우규,경기도 의회,의원,건물,"190,000 ","7,000 ",0 ,"197,000 "
11564,2013,정부공직자윤리위원회,최우규,경기도 의회,의원,예금,"31,402 ","13,188 ","17,114 ","27,476 "
11565,2013,정부공직자윤리위원회,최우규,경기도 의회,의원,채권,"615,000 ",0 ,0 ,"615,000 "
11566,2013,정부공직자윤리위원회,최우규,경기도 의회,의원,채무,"-277,417 ","-3,657 ","-31,200 ","-249,874 "
11567,2013,정부공직자윤리위원회,최우규,경기도 의회,의원,총계,"558,985 ","16,531 ","-14,086 ","589,602 "
11568,2013,정부공직자윤리위원회,최재백,경기도 의회,의원,토지,"102,660 ","68,977 ",0 ,"171,637 "
11569,2013,정부공직자윤리위원회,최재백,경기도 의회,의원,건물,"824,386 ",0 ,"300,000 ","524,386 "
11570,2013,정부공직자윤리위원회,최재백,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,410 ","43,100 ","12,410 ","43,100 "
11571,2013,정부공직자윤리위원회,최재백,경기도 의회,의원,예금,"119,525 ","258,035 ","55,425 ","322,135 "
11572,2013,정부공직자윤리위원회,최재백,경기도 의회,의원,유가증권,"69,743 ","59,433 ","41,767 ","87,409 "
11573,2013,정부공직자윤리위원회,최재백,경기도 의회,의원,채무,"-307,450 ","-59,254 ","-134,450 ","-232,254 "
11574,2013,정부공직자윤리위원회,최재백,경기도 의회,의원,총계,"821,274 ","370,291 ","275,152 ","916,413 "
11575,2013,정부공직자윤리위원회,최재연,경기도 의회,의원,건물,"281,000 ",0 ,0 ,"281,000 "
11576,2013,정부공직자윤리위원회,최재연,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"2,850 ",0 ,410 ,"2,440 "
11577,2013,정부공직자윤리위원회,최재연,경기도 의회,의원,예금,"159,464 ","13,678 ","86,353 ","86,789 "
11578,2013,정부공직자윤리위원회,최재연,경기도 의회,의원,채무,"-120,000 ","-32,712 ","-120,000 ","-32,712 "
11579,2013,정부공직자윤리위원회,최재연,경기도 의회,의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
11580,2013,정부공직자윤리위원회,최재연,경기도 의회,의원,총계,"323,314 ","-19,034 ","-33,237 ","337,517 "
11581,2013,정부공직자윤리위원회,최재우,경기도 의회,의원,토지,"126,093 ",0 ,0 ,"126,093 "
11582,2013,정부공직자윤리위원회,최재우,경기도 의회,의원,건물,"173,000 ",0 ,"50,000 ","123,000 "
11583,2013,정부공직자윤리위원회,최재우,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"31,720 ",0 ,0 ,"31,720 "
11584,2013,정부공직자윤리위원회,최재우,경기도 의회,의원,예금,"29,897 ","17,654 ","6,620 ","40,931 "
11585,2013,정부공직자윤리위원회,최재우,경기도 의회,의원,채무,"-187,034 ",0 ,"-104,145 ","-82,889 "
11586,2013,정부공직자윤리위원회,최재우,경기도 의회,의원,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
11587,2013,정부공직자윤리위원회,최재우,경기도 의회,의원,총계,"173,676 ","17,654 ","-47,525 ","238,855 "
11588,2013,정부공직자윤리위원회,최창의,경기도 의회,의원,토지,"324,459 ","100,847 ",0 ,"425,306 "
11589,2013,정부공직자윤리위원회,최창의,경기도 의회,의원,건물,"338,000 ","7,310 ",0 ,"345,310 "
11590,2013,정부공직자윤리위원회,최창의,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"40,426 ",0 ,"7,426 ","33,000 "
11591,2013,정부공직자윤리위원회,최창의,경기도 의회,의원,예금,"263,119 ","83,328 ","105,706 ","240,741 "
11592,2013,정부공직자윤리위원회,최창의,경기도 의회,의원,채권,0 ,"65,000 ",0 ,"65,000 "
11593,2013,정부공직자윤리위원회,최창의,경기도 의회,의원,채무,"-272,452 ","-145,000 ","-75,779 ","-341,673 "
11594,2013,정부공직자윤리위원회,최창의,경기도 의회,의원,총계,"693,552 ","111,485 ","37,353 ","767,684 "
11595,2013,정부공직자윤리위원회,최철규,경기도 의회,의원,건물,"450,000 ","50,000 ","300,000 ","200,000 "
11596,2013,정부공직자윤리위원회,최철규,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"47,000 ",0 ,"12,000 ","35,000 "
11597,2013,정부공직자윤리위원회,최철규,경기도 의회,의원,예금,"121,903 ","72,511 ","70,505 ","123,909 "
11598,2013,정부공직자윤리위원회,최철규,경기도 의회,의원,채무,"-300,927 ","-12,680 ","-234,690 ","-78,917 "
11599,2013,정부공직자윤리위원회,최철규,경기도 의회,의원,총계,"317,976 ","109,831 ","147,815 ","279,992 "
11600,2013,정부공직자윤리위원회,최철환,경기도 의회,의원,건물,"51,666 ","3,334 ",0 ,"55,000 "
11601,2013,정부공직자윤리위원회,최철환,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,490 ","32,100 ",840 ,"40,750 "
11602,2013,정부공직자윤리위원회,최철환,경기도 의회,의원,예금,"141,337 ","48,072 ","47,282 ","142,127 "
11603,2013,정부공직자윤리위원회,최철환,경기도 의회,의원,유가증권,"1,997 ","3,107 ","1,997 ","3,107 "
11604,2013,정부공직자윤리위원회,최철환,경기도 의회,의원,채무,0 ,"-22,030 ",0 ,"-22,030 "
11605,2013,정부공직자윤리위원회,최철환,경기도 의회,의원,총계,"204,490 ","64,583 ","50,119 ","218,954 "
11606,2013,정부공직자윤리위원회,최호,경기도 의회,의원,건물,"205,000 ",0 ,"195,000 ","10,000 "
11607,2013,정부공직자윤리위원회,최호,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,000 ",0 ,"1,890 ","28,110 "
11608,2013,정부공직자윤리위원회,최호,경기도 의회,의원,예금,"49,781 ","63,177 ","3,605 ","109,353 "
11609,2013,정부공직자윤리위원회,최호,경기도 의회,의원,채무,"-160,527 ","-48,743 ","-81,150 ","-128,120 "
11610,2013,정부공직자윤리위원회,최호,경기도 의회,의원,총계,"124,254 ","14,434 ","119,345 ","19,343 "
11611,2013,정부공직자윤리위원회,한이석,경기도 의회,의원,토지,"1,018,043 ","76,181 ",232 ,"1,093,992 "
11612,2013,정부공직자윤리위원회,한이석,경기도 의회,의원,건물,"112,865 ",0 ,0 ,"112,865 "
11613,2013,정부공직자윤리위원회,한이석,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"22,000 ",0 ,"2,200 ","19,800 "
11614,2013,정부공직자윤리위원회,한이석,경기도 의회,의원,예금,"117,744 ","18,237 ","55,782 ","80,199 "
11615,2013,정부공직자윤리위원회,한이석,경기도 의회,의원,채무,"-164,780 ",0 ,"-3,000 ","-161,780 "
11616,2013,정부공직자윤리위원회,한이석,경기도 의회,의원,총계,"1,105,872 ","94,418 ","55,214 ","1,145,076 "
11617,2013,정부공직자윤리위원회,허재안,경기도 의회,의원,토지,"12,362 ","3,613 ","12,362 ","3,613 "
11618,2013,정부공직자윤리위원회,허재안,경기도 의회,의원,건물,"459,000 ","204,000 ","18,000 ","645,000 "
11619,2013,정부공직자윤리위원회,허재안,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,630 ",0 ,"3,630 ","5,000 "
11620,2013,정부공직자윤리위원회,허재안,경기도 의회,의원,예금,"99,338 ","72,573 ","23,102 ","148,809 "
11621,2013,정부공직자윤리위원회,허재안,경기도 의회,의원,유가증권,"37,609 ","40,997 ","37,609 ","40,997 "
11622,2013,정부공직자윤리위원회,허재안,경기도 의회,의원,채무,"-313,590 ","-270,882 ","-120,047 ","-464,425 "
11623,2013,정부공직자윤리위원회,허재안,경기도 의회,의원,총계,"303,349 ","50,301 ","-25,344 ","378,994 "
11624,2013,정부공직자윤리위원회,홍범표,경기도 의회,의원,토지,"2,681,537 ","343,335 ","32,887 ","2,991,985 "
11625,2013,정부공직자윤리위원회,홍범표,경기도 의회,의원,건물,"686,942 ","464,113 ","513,219 ","637,836 "
11626,2013,정부공직자윤리위원회,홍범표,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"35,238 ",0 ,0 ,"35,238 "
11627,2013,정부공직자윤리위원회,홍범표,경기도 의회,의원,예금,"109,867 ","43,459 ","17,572 ","135,754 "
11628,2013,정부공직자윤리위원회,홍범표,경기도 의회,의원,채무,"-652,791 ","-76,237 ","-81,021 ","-648,007 "
11629,2013,정부공직자윤리위원회,홍범표,경기도 의회,의원,총계,"2,860,793 ","774,670 ","482,657 ","3,152,806 "
11630,2013,정부공직자윤리위원회,홍연아,경기도 의회,의원,건물,"599,000 ","136,000 ","114,000 ","621,000 "
11631,2013,정부공직자윤리위원회,홍연아,경기도 의회,의원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,708 ",0 ,"11,448 ","5,260 "
11632,2013,정부공직자윤리위원회,홍연아,경기도 의회,의원,예금,"140,727 ","118,103 ","71,429 ","187,401 "
11633,2013,정부공직자윤리위원회,홍연아,경기도 의회,의원,유가증권,"50,575 ",882 ,"5,813 ","45,644 "
11634,2013,정부공직자윤리위원회,홍연아,경기도 의회,의원,채무,"-417,822 ","-128,980 ","-57,822 ","-488,980 "
11635,2013,정부공직자윤리위원회,홍연아,경기도 의회,의원,총계,"389,188 ","126,005 ","144,868 ","370,325 "
11636,2013,정부공직자윤리위원회,홍정석,경기도 의회,의원,토지,"535,310 ","211,591 ","535,310 ","211,591 "
11637,2013,정부공직자윤리위원회,홍정석,경기도 의회,의원,건물,"160,001 ","64,194 ","122,000 ","102,195 "
