순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
6098,2011,정부공직자윤리위원회,이채욱,국토해양부 인천국제공항공사,사장,고지거부 및 등록제외사항,0,0,0,0
6099,2011,정부공직자윤리위원회,이채욱,국토해양부 인천국제공항공사,사장,총계,"4,266,504","326,619","612,446","3,980,677"
6100,2011,정부공직자윤리위원회,이영근,국토해양부 인천국제공항공사,부사장,건물,"1,852,000","23,563",0,"1,875,563"
6101,2011,정부공직자윤리위원회,이영근,국토해양부 인천국제공항공사,부사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,490",0,"7,200","10,290"
6102,2011,정부공직자윤리위원회,이영근,국토해양부 인천국제공항공사,부사장,예금,"700,007","296,824","118,162","878,669"
6103,2011,정부공직자윤리위원회,이영근,국토해양부 인천국제공항공사,부사장,채무,"-23,000","-100,000",0,-123000
6104,2011,정부공직자윤리위원회,이영근,국토해양부 인천국제공항공사,부사장,회원권,"8,000",0,"8,000",0
6105,2011,정부공직자윤리위원회,이영근,국토해양부 인천국제공항공사,부사장,총계,"2,554,497","220,387","133,362","2,641,522"
6106,2011,정부공직자윤리위원회,김종태,국토해양부 인천항만공사,사장,건물,"1,042,000",0,"320,000","722,000"
6107,2011,정부공직자윤리위원회,김종태,국토해양부 인천항만공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"56,000","20,000","20,000","56,000"
6108,2011,정부공직자윤리위원회,김종태,국토해양부 인천항만공사,사장,예금,"187,693","107,171","116,929","177,935"
6109,2011,정부공직자윤리위원회,김종태,국토해양부 인천항만공사,사장,유가증권,"5,355",333,"2,712","2,976"
6110,2011,정부공직자윤리위원회,김종태,국토해양부 인천항만공사,사장,채권,"300,000",0,0,"300,000"
6111,2011,정부공직자윤리위원회,김종태,국토해양부 인천항만공사,사장,채무,"-55,681","-6,004","-32,280",-29405
6112,2011,정부공직자윤리위원회,김종태,국토해양부 인천항만공사,사장,총계,"1,535,367","121,500","427,361","1,229,506"
6113,2011,정부공직자윤리위원회,변정일,국토해양부 제주국제자유도시개발센터,이사장,토지,"782,537","114,597","4,718","892,416"
6114,2011,정부공직자윤리위원회,변정일,국토해양부 제주국제자유도시개발센터,이사장,건물,"851,530","4,251","138,720","717,061"
6115,2011,정부공직자윤리위원회,변정일,국토해양부 제주국제자유도시개발센터,이사장,예금,"995,937","581,352","516,242","1,061,047"
6116,2011,정부공직자윤리위원회,변정일,국토해양부 제주국제자유도시개발센터,이사장,채권,"20,000",0,0,"20,000"
6117,2011,정부공직자윤리위원회,변정일,국토해양부 제주국제자유도시개발센터,이사장,채무,"-5,000","-35,000",0,-40000
6118,2011,정부공직자윤리위원회,변정일,국토해양부 제주국제자유도시개발센터,이사장,고지거부 및 등록제외사항,"203,109",0,"203,109",0
6119,2011,정부공직자윤리위원회,변정일,국토해양부 제주국제자유도시개발센터,이사장,총계,"2,848,113","665,200","862,789","2,650,524"
6120,2011,정부공직자윤리위원회,성시철,국토해양부 한국공항공사,사장,토지,"71,106","2,044",0,"73,150"
6121,2011,정부공직자윤리위원회,성시철,국토해양부 한국공항공사,사장,건물,"416,000","24,000",0,"440,000"
6122,2011,정부공직자윤리위원회,성시철,국토해양부 한국공항공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"9,450",0,"1,110","8,340"
6123,2011,정부공직자윤리위원회,성시철,국토해양부 한국공항공사,사장,예금,"372,372","72,390","83,560","361,202"
6124,2011,정부공직자윤리위원회,성시철,국토해양부 한국공항공사,사장,채권,"257,000","127,000",0,"384,000"
6125,2011,정부공직자윤리위원회,성시철,국토해양부 한국공항공사,사장,채무,-166,0,-166,0
6126,2011,정부공직자윤리위원회,성시철,국토해양부 한국공항공사,사장,합명·합자·유한회사 출자지분,"28,000",0,0,"28,000"
6127,2011,정부공직자윤리위원회,성시철,국토해양부 한국공항공사,사장,총계,"1,153,762","225,434","84,504","1,294,692"
6128,2011,정부공직자윤리위원회,배용수,국토해양부 한국공항공사,부사장,건물,"1,524,063",0,0,"1,524,063"
6129,2011,정부공직자윤리위원회,배용수,국토해양부 한국공항공사,부사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,830",0,0,"14,830"
6130,2011,정부공직자윤리위원회,배용수,국토해양부 한국공항공사,부사장,예금,"287,355","59,818","72,575","274,598"
6131,2011,정부공직자윤리위원회,배용수,국토해양부 한국공항공사,부사장,유가증권,"1,500",0,0,"1,500"
6132,2011,정부공직자윤리위원회,배용수,국토해양부 한국공항공사,부사장,채권,"60,000",0,0,"60,000"
6133,2011,정부공직자윤리위원회,배용수,국토해양부 한국공항공사,부사장,채무,"-526,843","-27,108","-37,372",-516579
6134,2011,정부공직자윤리위원회,배용수,국토해양부 한국공항공사,부사장,총계,"1,360,905","32,710","35,203","1,358,412"
6135,2011,정부공직자윤리위원회,류철호,국토해양부 한국도로공사,사장,건물,"504,000","1,470,000",0,"1,974,000"
6136,2011,정부공직자윤리위원회,류철호,국토해양부 한국도로공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"24,000",0,"4,000","20,000"
6137,2011,정부공직자윤리위원회,류철호,국토해양부 한국도로공사,사장,예금,"3,912,540","1,383,936","2,256,999","3,039,477"
6138,2011,정부공직자윤리위원회,류철호,국토해양부 한국도로공사,사장,유가증권,"2,010,387","1,855,047","1,880,132","1,985,302"
6139,2011,정부공직자윤리위원회,류철호,국토해양부 한국도로공사,사장,채무,0,"-200,000",0,-200000
6140,2011,정부공직자윤리위원회,류철호,국토해양부 한국도로공사,사장,회원권,"129,000","3,000","24,000","108,000"
6141,2011,정부공직자윤리위원회,류철호,국토해양부 한국도로공사,사장,고지거부 및 등록제외사항,0,0,0,0
6142,2011,정부공직자윤리위원회,류철호,국토해양부 한국도로공사,사장,총계,"6,579,927","4,511,983","4,165,131","6,926,779"
6143,2011,정부공직자윤리위원회,박영철,국토해양부 한국도로공사,부사장,토지,"51,772",0,"1,057","50,715"
6144,2011,정부공직자윤리위원회,박영철,국토해양부 한국도로공사,부사장,건물,"856,200",0,0,"856,200"
6145,2011,정부공직자윤리위원회,박영철,국토해양부 한국도로공사,부사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,180",0,150,"14,030"
6146,2011,정부공직자윤리위원회,박영철,국토해양부 한국도로공사,부사장,예금,"207,277","59,717","6,805","260,189"
6147,2011,정부공직자윤리위원회,박영철,국토해양부 한국도로공사,부사장,유가증권,"91,806","22,700",711,"113,795"
6148,2011,정부공직자윤리위원회,박영철,국토해양부 한국도로공사,부사장,채무,"-348,811",0,-494,-348317
6149,2011,정부공직자윤리위원회,박영철,국토해양부 한국도로공사,부사장,총계,"872,424","82,417","8,229","946,612"
6150,2011,정부공직자윤리위원회,김경석,국토해양부 한국도로공사,상임감사위원,건물,"148,000",0,0,"148,000"
6151,2011,정부공직자윤리위원회,김경석,국토해양부 한국도로공사,상임감사위원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,400",0,370,"5,030"
6152,2011,정부공직자윤리위원회,김경석,국토해양부 한국도로공사,상임감사위원,예금,"272,684","58,560","55,547","275,697"
6153,2011,정부공직자윤리위원회,김경석,국토해양부 한국도로공사,상임감사위원,유가증권,"8,100",470,885,"7,685"
6154,2011,정부공직자윤리위원회,김경석,국토해양부 한국도로공사,상임감사위원,채권,"28,000",0,0,"28,000"
6155,2011,정부공직자윤리위원회,김경석,국토해양부 한국도로공사,상임감사위원,채무,"-53,000",0,0,-53000
6156,2011,정부공직자윤리위원회,김경석,국토해양부 한국도로공사,상임감사위원,총계,"409,184","59,030","56,802","411,412"
6157,2011,정부공직자윤리위원회,김건호,국토해양부 한국수자원공사,사장,토지,"262,543","43,235",0,"305,778"
6158,2011,정부공직자윤리위원회,김건호,국토해양부 한국수자원공사,사장,건물,"419,700","2,000",400,"421,300"
6159,2011,정부공직자윤리위원회,김건호,국토해양부 한국수자원공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"13,319",0,"2,019","11,300"
6160,2011,정부공직자윤리위원회,김건호,국토해양부 한국수자원공사,사장,예금,"36,924","30,212","7,054","60,082"
6161,2011,정부공직자윤리위원회,김건호,국토해양부 한국수자원공사,사장,채권,"90,000",0,"90,000",0
6162,2011,정부공직자윤리위원회,김건호,국토해양부 한국수자원공사,사장,채무,"-211,700",0,"-80,529",-131171
6163,2011,정부공직자윤리위원회,김건호,국토해양부 한국수자원공사,사장,고지거부 및 등록제외사항,"218,017",0,"218,017",0
6164,2011,정부공직자윤리위원회,김건호,국토해양부 한국수자원공사,사장,총계,"828,803","75,447","236,961","667,289"
6165,2011,정부공직자윤리위원회,김완규,국토해양부 한국수자원공사,부사장,건물,"276,521",0,0,"276,521"
6166,2011,정부공직자윤리위원회,김완규,국토해양부 한국수자원공사,부사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,750",0,0,"20,750"
6167,2011,정부공직자윤리위원회,김완규,국토해양부 한국수자원공사,부사장,예금,"276,749","33,431","120,167","190,013"
6168,2011,정부공직자윤리위원회,김완규,국토해양부 한국수자원공사,부사장,유가증권,0,"91,898",0,"91,898"
6169,2011,정부공직자윤리위원회,김완규,국토해양부 한국수자원공사,부사장,총계,"574,020","125,329","120,167","579,182"
6170,2011,정부공직자윤리위원회,조정현,국토해양부 한국수자원공사,상임감사위원,건물,"950,000",0,0,"950,000"
6171,2011,정부공직자윤리위원회,조정현,국토해양부 한국수자원공사,상임감사위원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"19,320",0,"10,890","8,430"
6172,2011,정부공직자윤리위원회,조정현,국토해양부 한국수자원공사,상임감사위원,예금,"465,894","342,119","301,519","506,494"
6173,2011,정부공직자윤리위원회,조정현,국토해양부 한국수자원공사,상임감사위원,채무,"-260,000",0,0,-260000
6174,2011,정부공직자윤리위원회,조정현,국토해양부 한국수자원공사,상임감사위원,총계,"1,175,214","342,119","312,409","1,204,924"
6175,2011,정부공직자윤리위원회,허준영,국토해양부 한국철도공사,사장,건물,"1,332,703","41,000","95,703","1,278,000"
6176,2011,정부공직자윤리위원회,허준영,국토해양부 한국철도공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"40,270","34,100","14,370","60,000"
6177,2011,정부공직자윤리위원회,허준영,국토해양부 한국철도공사,사장,예금,"1,474,154","667,935","626,525","1,515,564"
6178,2011,정부공직자윤리위원회,허준영,국토해양부 한국철도공사,사장,유가증권,"43,608","175,560","44,287","174,881"
6179,2011,정부공직자윤리위원회,허준영,국토해양부 한국철도공사,사장,채무,"-10,000",0,"-10,000",0
6180,2011,정부공직자윤리위원회,허준영,국토해양부 한국철도공사,사장,총계,"2,880,735","918,595","770,885","3,028,445"
6181,2011,정부공직자윤리위원회,심혁윤,국토해양부 한국철도공사,부사장,건물,"652,000","19,000",0,"671,000"
6182,2011,정부공직자윤리위원회,심혁윤,국토해양부 한국철도공사,부사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,180",0,"1,050","9,130"
6183,2011,정부공직자윤리위원회,심혁윤,국토해양부 한국철도공사,부사장,예금,"484,413","365,347","266,548","583,212"
6184,2011,정부공직자윤리위원회,심혁윤,국토해양부 한국철도공사,부사장,채권,"5,910",0,0,"5,910"
6185,2011,정부공직자윤리위원회,심혁윤,국토해양부 한국철도공사,부사장,총계,"1,152,503","384,347","267,598","1,269,252"
6186,2011,정부공직자윤리위원회,박원관,국토해양부 한국철도공사,상임감사위원,건물,"41,291",0,0,"41,291"
6187,2011,정부공직자윤리위원회,박원관,국토해양부 한국철도공사,상임감사위원,예금,"10,708","32,052",0,"42,760"
6188,2011,정부공직자윤리위원회,박원관,국토해양부 한국철도공사,상임감사위원,채무,"-239,786","-61,646","-8,622",-292810
6189,2011,정부공직자윤리위원회,박원관,국토해양부 한국철도공사,상임감사위원,총계,"-187,787","-29,594","-8,622","-208,759"
6190,2011,정부공직자윤리위원회,이지송,국토해양부 한국토지주택공사,사장,토지,"146,334","2,831",0,"149,165"
6191,2011,정부공직자윤리위원회,이지송,국토해양부 한국토지주택공사,사장,건물,"2,082,292","151,169","27,000","2,206,461"
6192,2011,정부공직자윤리위원회,이지송,국토해양부 한국토지주택공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"29,840",0,"2,130","27,710"
6193,2011,정부공직자윤리위원회,이지송,국토해양부 한국토지주택공사,사장,예금,"1,291,208","23,357","125,343","1,189,222"
6194,2011,정부공직자윤리위원회,이지송,국토해양부 한국토지주택공사,사장,유가증권,"12,722",0,"12,722",0
6195,2011,정부공직자윤리위원회,이지송,국토해양부 한국토지주택공사,사장,채권,0,"260,000",0,"260,000"
6196,2011,정부공직자윤리위원회,이지송,국토해양부 한국토지주택공사,사장,채무,"-35,000","-270,000","-10,000",-295000
6197,2011,정부공직자윤리위원회,이지송,국토해양부 한국토지주택공사,사장,회원권,"316,600","29,000","33,420","312,180"
6198,2011,정부공직자윤리위원회,이지송,국토해양부 한국토지주택공사,사장,총계,"3,843,996","196,357","190,615","3,849,738"
6199,2011,정부공직자윤리위원회,강성식,국토해양부 한국토지주택공사,부사장,건물,"240,000","421,000","240,000","421,000"
6200,2011,정부공직자윤리위원회,강성식,국토해양부 한국토지주택공사,부사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,440",0,"1,390","10,050"
6201,2011,정부공직자윤리위원회,강성식,국토해양부 한국토지주택공사,부사장,예금,"293,001","63,190","227,511","128,680"
6202,2011,정부공직자윤리위원회,강성식,국토해양부 한국토지주택공사,부사장,채무,"-30,550","-19,526","-30,550",-19526
6203,2011,정부공직자윤리위원회,강성식,국토해양부 한국토지주택공사,부사장,총계,"513,891","464,664","438,351","540,204"
6204,2011,정부공직자윤리위원회,방판칠,국토해양부 한국토지주택공사,감사,건물,"344,000","4,000",0,"348,000"
6205,2011,정부공직자윤리위원회,방판칠,국토해양부 한국토지주택공사,감사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,620",0,600,"15,020"
6206,2011,정부공직자윤리위원회,방판칠,국토해양부 한국토지주택공사,감사,예금,"55,518","174,614","15,239","214,893"
6207,2011,정부공직자윤리위원회,방판칠,국토해양부 한국토지주택공사,감사,채권,0,"100,000",0,"100,000"
6208,2011,정부공직자윤리위원회,방판칠,국토해양부 한국토지주택공사,감사,채무,0,"-154,266",0,-154266
6209,2011,정부공직자윤리위원회,방판칠,국토해양부 한국토지주택공사,감사,고지거부 및 등록제외사항,0,0,0,0
6210,2011,정부공직자윤리위원회,방판칠,국토해양부 한국토지주택공사,감사,총계,"415,138","124,348","15,839","523,647"
6211,2011,정부공직자윤리위원회,정상호,국토해양부 교통안전공단,이사장,토지,"5,474",178,0,"5,652"
6212,2011,정부공직자윤리위원회,정상호,국토해양부 교통안전공단,이사장,건물,"282,000","8,000",0,"290,000"
6213,2011,정부공직자윤리위원회,정상호,국토해양부 교통안전공단,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,140",0,0,"30,140"
6214,2011,정부공직자윤리위원회,정상호,국토해양부 교통안전공단,이사장,예금,"145,740","121,547","98,400","168,887"
6215,2011,정부공직자윤리위원회,정상호,국토해양부 교통안전공단,이사장,유가증권,"92,787","3,616","26,303","70,100"
6216,2011,정부공직자윤리위원회,정상호,국토해양부 교통안전공단,이사장,채권,"47,674",0,0,"47,674"
6217,2011,정부공직자윤리위원회,정상호,국토해양부 교통안전공단,이사장,채무,"-184,632","-3,840","-31,642",-156830
6218,2011,정부공직자윤리위원회,정상호,국토해양부 교통안전공단,이사장,총계,"419,183","129,501","93,061","455,623"
6219,2011,정부공직자윤리위원회,김영호,국토해양부 대한지적공사,사장,토지,0,"9,531",0,"9,531"
6220,2011,정부공직자윤리위원회,김영호,국토해양부 대한지적공사,사장,건물,"444,000",0,0,"444,000"
6221,2011,정부공직자윤리위원회,김영호,국토해양부 대한지적공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,500",0,0,"12,500"
6222,2011,정부공직자윤리위원회,김영호,국토해양부 대한지적공사,사장,예금,"183,874","50,673","22,782","211,765"
6223,2011,정부공직자윤리위원회,김영호,국토해양부 대한지적공사,사장,채권,"120,000",0,"20,000","100,000"
6224,2011,정부공직자윤리위원회,김영호,국토해양부 대한지적공사,사장,채무,"-328,967","-10,669","-28,967",-310669
6225,2011,정부공직자윤리위원회,김영호,국토해양부 대한지적공사,사장,고지거부 및 등록제외사항,0,0,0,0
6226,2011,정부공직자윤리위원회,김영호,국토해양부 대한지적공사,사장,총계,"431,407","49,535","13,815","467,127"
6227,2011,정부공직자윤리위원회,이채익,국토해양부 울산항만공사,사장,토지,"146,727",871,0,"147,598"
6228,2011,정부공직자윤리위원회,이채익,국토해양부 울산항만공사,사장,건물,"148,000","23,000",0,"171,000"
6229,2011,정부공직자윤리위원회,이채익,국토해양부 울산항만공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,920","10,637","1,640","19,917"
6230,2011,정부공직자윤리위원회,이채익,국토해양부 울산항만공사,사장,예금,"60,157","98,423","10,882","147,698"
6231,2011,정부공직자윤리위원회,이채익,국토해양부 울산항만공사,사장,채무,"-174,278","-40,000","-54,278",-160000
6232,2011,정부공직자윤리위원회,이채익,국토해양부 울산항만공사,사장,총계,"191,526","92,931","-41,756","326,213"
6233,2011,정부공직자윤리위원회,조현용,국토해양부 한국철도시설공단,이사장,건물,"260,000",0,"32,000","228,000"
6234,2011,정부공직자윤리위원회,조현용,국토해양부 한국철도시설공단,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"34,982",0,0,"34,982"
6235,2011,정부공직자윤리위원회,조현용,국토해양부 한국철도시설공단,이사장,예금,"283,469","158,918","28,009","414,378"
6236,2011,정부공직자윤리위원회,조현용,국토해양부 한국철도시설공단,이사장,채무,"-101,979",0,"-3,185",-98794
6237,2011,정부공직자윤리위원회,조현용,국토해양부 한국철도시설공단,이사장,고지거부 및 등록제외사항,0,0,0,0
6238,2011,정부공직자윤리위원회,조현용,국토해양부 한국철도시설공단,이사장,총계,"476,472","158,918","56,824","578,566"
6239,2011,정부공직자윤리위원회,이상조,국토해양부 한국컨테이너부두공단,이사장,토지,"105,386",0,175,"105,211"
6240,2011,정부공직자윤리위원회,이상조,국토해양부 한국컨테이너부두공단,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,"28,154",0,"28,154"
6241,2011,정부공직자윤리위원회,이상조,국토해양부 한국컨테이너부두공단,이사장,예금,"366,286","319,426","304,501","381,211"
6242,2011,정부공직자윤리위원회,이상조,국토해양부 한국컨테이너부두공단,이사장,고지거부 및 등록제외사항,0,0,0,0
6243,2011,정부공직자윤리위원회,이상조,국토해양부 한국컨테이너부두공단,이사장,총계,"471,672","347,580","304,676","514,576"
6244,2011,정부공직자윤리위원회,이현동,국세청,청장,건물,"415,000",0,0,"415,000"
6245,2011,정부공직자윤리위원회,이현동,국세청,청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"11,580",0,920,"10,660"
6246,2011,정부공직자윤리위원회,이현동,국세청,청장,예금,"206,401","131,172","104,775","232,798"
6247,2011,정부공직자윤리위원회,이현동,국세청,청장,채무,"-20,430",0,0,-20430
6248,2011,정부공직자윤리위원회,이현동,국세청,청장,고지거부 및 등록제외사항,0,0,0,0
6249,2011,정부공직자윤리위원회,이현동,국세청,청장,총계,"612,551","131,172","105,695","638,028"
6250,2011,정부공직자윤리위원회,김문수,국세청,차장,건물,"982,000",0,0,"982,000"
6251,2011,정부공직자윤리위원회,김문수,국세청,차장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"18,000",0,0,"18,000"
6252,2011,정부공직자윤리위원회,김문수,국세청,차장,예금,"49,497","33,582","24,380","58,699"
6253,2011,정부공직자윤리위원회,김문수,국세청,차장,채무,"-445,000","-2,020",0,-447020
6254,2011,정부공직자윤리위원회,김문수,국세청,차장,회원권,"5,500",0,0,"5,500"
6255,2011,정부공직자윤리위원회,김문수,국세청,차장,총계,"609,997","31,562","24,380","617,179"
6256,2011,정부공직자윤리위원회,송광조,국세청 부산지방국세청,청장,건물,"1,000,862","480,000",0,"1,480,862"
6257,2011,정부공직자윤리위원회,송광조,국세청 부산지방국세청,청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"23,320",0,"3,510","19,810"
6258,2011,정부공직자윤리위원회,송광조,국세청 부산지방국세청,청장,예금,"73,052","149,362","21,970","200,444"
6259,2011,정부공직자윤리위원회,송광조,국세청 부산지방국세청,청장,채무,"-23,450","-600,000","-10,421",-613029
6260,2011,정부공직자윤리위원회,송광조,국세청 부산지방국세청,청장,고지거부 및 등록제외사항,0,0,0,0
6261,2011,정부공직자윤리위원회,송광조,국세청 부산지방국세청,청장,총계,"1,073,784","29,362","15,059","1,088,087"
6262,2011,정부공직자윤리위원회,윤영선,관세청,청장,건물,"639,000","61,000",0,"700,000"
6263,2011,정부공직자윤리위원회,윤영선,관세청,청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"17,910",0,"4,970","12,940"
6264,2011,정부공직자윤리위원회,윤영선,관세청,청장,예금,"1,022,277","327,854","177,630","1,172,501"
6265,2011,정부공직자윤리위원회,윤영선,관세청,청장,유가증권,0,0,0,0
6266,2011,정부공직자윤리위원회,윤영선,관세청,청장,채무,"-43,753",0,"-13,513",-30240
6267,2011,정부공직자윤리위원회,윤영선,관세청,청장,고지거부 및 등록제외사항,0,0,0,0
6268,2011,정부공직자윤리위원회,윤영선,관세청,청장,총계,"1,635,434","388,854","169,087","1,855,201"
6269,2011,정부공직자윤리위원회,이대복,관세청,차장,토지,"33,755",661,402,"34,014"
6270,2011,정부공직자윤리위원회,이대복,관세청,차장,건물,"1,084,000","453,000","8,500","1,528,500"
6271,2011,정부공직자윤리위원회,이대복,관세청,차장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,990",0,990,"6,000"
6272,2011,정부공직자윤리위원회,이대복,관세청,차장,예금,"188,916","158,861","119,768","228,009"
6273,2011,정부공직자윤리위원회,이대복,관세청,차장,유가증권,"16,023",0,"16,023",0
6274,2011,정부공직자윤리위원회,이대복,관세청,차장,채무,"-615,350","-881,143","-550,000",-946493
6275,2011,정부공직자윤리위원회,이대복,관세청,차장,총계,"714,334","-268,621","-404,317","850,030"
6276,2011,정부공직자윤리위원회,천홍욱,관세청 서울세관,세관장,건물,"597,000",0,0,"597,000"
6277,2011,정부공직자윤리위원회,천홍욱,관세청 서울세관,세관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,535",0,35,"15,500"
6278,2011,정부공직자윤리위원회,천홍욱,관세청 서울세관,세관장,현금,"5,000",0,"5,000",0
6279,2011,정부공직자윤리위원회,천홍욱,관세청 서울세관,세관장,예금,"65,986","12,641","1,043","77,584"
6280,2011,정부공직자윤리위원회,천홍욱,관세청 서울세관,세관장,채무,"-225,000",0,"-6,000",-219000
6281,2011,정부공직자윤리위원회,천홍욱,관세청 서울세관,세관장,고지거부 및 등록제외사항,0,0,0,0
6282,2011,정부공직자윤리위원회,천홍욱,관세청 서울세관,세관장,총계,"458,521","12,641",78,"471,084"
6283,2011,정부공직자윤리위원회,김철수,관세청 부산세관,세관장,토지,"465,950","17,740",0,"483,690"
6284,2011,정부공직자윤리위원회,김철수,관세청 부산세관,세관장,건물,"1,144,300","5,000","24,000","1,125,300"
6285,2011,정부공직자윤리위원회,김철수,관세청 부산세관,세관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,920",0,"4,030","11,890"
6286,2011,정부공직자윤리위원회,김철수,관세청 부산세관,세관장,예금,"253,903","160,774","74,899","339,778"
6287,2011,정부공직자윤리위원회,김철수,관세청 부산세관,세관장,유가증권,"6,952","2,739",0,"9,691"
6288,2011,정부공직자윤리위원회,김철수,관세청 부산세관,세관장,채무,"-49,310",0,0,-49310
6289,2011,정부공직자윤리위원회,김철수,관세청 부산세관,세관장,총계,"1,837,715","186,253","102,929","1,921,039"
6290,2011,정부공직자윤리위원회,여영수,관세청 대구세관,세관장,건물,"516,000",0,0,"516,000"
6291,2011,정부공직자윤리위원회,여영수,관세청 대구세관,세관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,740,0,0,740
6292,2011,정부공직자윤리위원회,여영수,관세청 대구세관,세관장,예금,"141,857","257,844","22,256","377,445"
6293,2011,정부공직자윤리위원회,여영수,관세청 대구세관,세관장,채권,"50,000","30,000",0,"80,000"
6294,2011,정부공직자윤리위원회,여영수,관세청 대구세관,세관장,채무,"-21,650","-235,000",0,-256650
6295,2011,정부공직자윤리위원회,여영수,관세청 대구세관,세관장,총계,"686,947","52,844","22,256","717,535"
6296,2011,정부공직자윤리위원회,진인근,관세청 광주세관,세관장,토지,0,"472,474",0,"472,474"
6297,2011,정부공직자윤리위원회,진인근,관세청 광주세관,세관장,건물,"584,000","52,475",0,"636,475"
6298,2011,정부공직자윤리위원회,진인근,관세청 광주세관,세관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"10,500","41,700","10,200","42,000"
6299,2011,정부공직자윤리위원회,진인근,관세청 광주세관,세관장,예금,"996,540","336,704","224,061","1,109,183"
6300,2011,정부공직자윤리위원회,진인근,관세청 광주세관,세관장,유가증권,"150,000",0,0,"150,000"
6301,2011,정부공직자윤리위원회,진인근,관세청 광주세관,세관장,채무,"-90,000",0,0,-90000
6302,2011,정부공직자윤리위원회,진인근,관세청 광주세관,세관장,고지거부 및 등록제외사항,0,0,0,0
6303,2011,정부공직자윤리위원회,진인근,관세청 광주세관,세관장,총계,"1,651,040","903,353","234,261","2,320,132"
6304,2011,정부공직자윤리위원회,정세화,관세청 울산세관,세관장,건물,"980,000",0,0,"980,000"
6305,2011,정부공직자윤리위원회,정세화,관세청 울산세관,세관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,880",0,990,"15,890"
6306,2011,정부공직자윤리위원회,정세화,관세청 울산세관,세관장,현금,"12,500",0,"12,500",0
6307,2011,정부공직자윤리위원회,정세화,관세청 울산세관,세관장,예금,"31,795","40,511",170,"72,136"
6308,2011,정부공직자윤리위원회,정세화,관세청 울산세관,세관장,채권,"10,000",0,"10,000",0
6309,2011,정부공직자윤리위원회,정세화,관세청 울산세관,세관장,채무,"-636,177","-290,471","-295,814",-630834
6310,2011,정부공직자윤리위원회,정세화,관세청 울산세관,세관장,고지거부 및 등록제외사항,"51,386",0,"51,386",0
6311,2011,정부공직자윤리위원회,정세화,관세청 울산세관,세관장,총계,"466,384","-249,960","-220,768","437,192"
6312,2011,정부공직자윤리위원회,노대래,조달청,청장,건물,"1,126,600","552,000","552,000","1,126,600"
6313,2011,정부공직자윤리위원회,노대래,조달청,청장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"45,780",0,"13,400","32,380"
6314,2011,정부공직자윤리위원회,노대래,조달청,청장,예금,"136,418","108,189","64,918","179,689"
6315,2011,정부공직자윤리위원회,노대래,조달청,청장,유가증권,"2,000",0,0,"2,000"
6316,2011,정부공직자윤리위원회,노대래,조달청,청장,채무,"-3,962",0,"-3,384",-578
