순번,연도,관할기관,이름,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
4142,2011,정부공직자윤리위원회,강정극,교육과학기술부 한국해양연구원,원장,예금,"132,163","81,498","106,676","106,985"
4143,2011,정부공직자윤리위원회,강정극,교육과학기술부 한국해양연구원,원장,채무,"-180,000","-330,000","-180,000",-330000
4144,2011,정부공직자윤리위원회,강정극,교육과학기술부 한국해양연구원,원장,회원권,"6,150",0,0,"6,150"
4145,2011,정부공직자윤리위원회,강정극,교육과학기술부 한국해양연구원,원장,총계,"1,091,243","770,498","324,396","1,537,345"
4146,2011,정부공직자윤리위원회,김성환,외교통상부,장관,토지,"40,000",0,0,"40,000"
4147,2011,정부공직자윤리위원회,김성환,외교통상부,장관,건물,"470,000",0,0,"470,000"
4148,2011,정부공직자윤리위원회,김성환,외교통상부,장관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,310",0,0,"27,310"
4149,2011,정부공직자윤리위원회,김성환,외교통상부,장관,예금,"421,002","275,532","228,123","468,411"
4150,2011,정부공직자윤리위원회,김성환,외교통상부,장관,유가증권,"14,175",119,"4,180","10,114"
4151,2011,정부공직자윤리위원회,김성환,외교통상부,장관,채무,"-125,000",0,0,-125000
4152,2011,정부공직자윤리위원회,김성환,외교통상부,장관,골동품 및 예술품,"5,000",0,0,"5,000"
4153,2011,정부공직자윤리위원회,김성환,외교통상부,장관,고지거부 및 등록제외사항,0,0,0,0
4154,2011,정부공직자윤리위원회,김성환,외교통상부,장관,총계,"852,487","275,651","232,303","895,835"
4155,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,토지,"207,937","33,119",0,"241,056"
4156,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,건물,"547,000","53,000",0,"600,000"
4157,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"23,880","15,000","16,840","22,040"
4158,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,예금,"117,174","18,678","13,007","122,845"
4159,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,유가증권,875,0,66,809
4160,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,채권,"100,000",0,0,"100,000"
4161,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,채무,"-222,187",0,"-72,312",-149875
4162,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,보석류,"14,000",0,0,"14,000"
4163,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,고지거부 및 등록제외사항,"71,233",0,"71,233",0
4164,2011,정부공직자윤리위원회,김종훈,외교통상부 통상교섭본부,통상교섭본부장,총계,"859,912","119,797","28,834","950,875"
4165,2011,정부공직자윤리위원회,민동석,외교통상부,제2차관,건물,"800,000",0,0,"800,000"
4166,2011,정부공직자윤리위원회,민동석,외교통상부,제2차관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,500",0,0,"8,500"
4167,2011,정부공직자윤리위원회,민동석,외교통상부,제2차관,예금,"112,992","11,488","2,545","121,935"
4168,2011,정부공직자윤리위원회,민동석,외교통상부,제2차관,유가증권,335,0,0,335
4169,2011,정부공직자윤리위원회,민동석,외교통상부,제2차관,채무,"-544,305","-50,000","-51,015",-543290
4170,2011,정부공직자윤리위원회,민동석,외교통상부,제2차관,고지거부 및 등록제외사항,0,0,0,0
4171,2011,정부공직자윤리위원회,민동석,외교통상부,제2차관,총계,"377,522","-38,512","-48,470","387,480"
4172,2011,정부공직자윤리위원회,이준규,외교통상부 외교안보연구원,원장,토지,"29,168",737,43,"29,862"
4173,2011,정부공직자윤리위원회,이준규,외교통상부 외교안보연구원,원장,건물,"312,000","150,000","4,000","458,000"
4174,2011,정부공직자윤리위원회,이준규,외교통상부 외교안보연구원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0,"14,940",0,"14,940"
4175,2011,정부공직자윤리위원회,이준규,외교통상부 외교안보연구원,원장,예금,"50,005","12,984","3,381","59,608"
4176,2011,정부공직자윤리위원회,이준규,외교통상부 외교안보연구원,원장,유가증권,"10,000",0,0,"10,000"
4177,2011,정부공직자윤리위원회,이준규,외교통상부 외교안보연구원,원장,채권,"227,000",0,"150,000","77,000"
4178,2011,정부공직자윤리위원회,이준규,외교통상부 외교안보연구원,원장,채무,"-215,870","-22,479","-8,403",-229946
4179,2011,정부공직자윤리위원회,이준규,외교통상부 외교안보연구원,원장,총계,"412,303","156,182","149,021","419,464"
4180,2011,정부공직자윤리위원회,위성락,외교통상부,한반도평화교섭본부장,토지,"335,322","176,278",0,"511,600"
4181,2011,정부공직자윤리위원회,위성락,외교통상부,한반도평화교섭본부장,건물,"803,832","188,028","200,000","791,860"
4182,2011,정부공직자윤리위원회,위성락,외교통상부,한반도평화교섭본부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,500",0,"1,000","3,500"
4183,2011,정부공직자윤리위원회,위성락,외교통상부,한반도평화교섭본부장,예금,"206,226","148,092","61,683","292,635"
4184,2011,정부공직자윤리위원회,위성락,외교통상부,한반도평화교섭본부장,유가증권,"490,064","167,221","465,639","191,646"
4185,2011,정부공직자윤리위원회,위성락,외교통상부,한반도평화교섭본부장,채무,"-190,530",0,0,-190530
4186,2011,정부공직자윤리위원회,위성락,외교통상부,한반도평화교섭본부장,골동품 및 예술품,0,0,0,0
4187,2011,정부공직자윤리위원회,위성락,외교통상부,한반도평화교섭본부장,고지거부 및 등록제외사항,0,0,0,0
4188,2011,정부공직자윤리위원회,위성락,외교통상부,한반도평화교섭본부장,총계,"1,649,414","679,619","728,322","1,600,711"
4189,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,토지,"17,978",0,0,"17,978"
4190,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,건물,"1,562,000","11,000",0,"1,573,000"
4191,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"16,000",0,"1,500","14,500"
4192,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,예금,"430,100","195,536","369,542","256,094"
4193,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,유가증권,"39,930","318,535","14,720","343,745"
4194,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,채무,"-343,810",0,"-4,380",-339430
4195,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,보석류,"5,000",0,0,"5,000"
4196,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,회원권,"25,000",0,0,"25,000"
4197,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,고지거부 및 등록제외사항,"2,730",0,"2,730",0
4198,2011,정부공직자윤리위원회,엄석정,외교통상부,본부대사,총계,"1,754,928","525,071","384,112","1,895,887"
4199,2011,정부공직자윤리위원회,김재신,외교통상부,차관보,건물,"1,010,000","140,000",0,"1,150,000"
4200,2011,정부공직자윤리위원회,김재신,외교통상부,차관보,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"29,000",0,0,"29,000"
4201,2011,정부공직자윤리위원회,김재신,외교통상부,차관보,예금,"284,661","90,469","247,641","127,489"
4202,2011,정부공직자윤리위원회,김재신,외교통상부,차관보,유가증권,0,"6,391",0,"6,391"
4203,2011,정부공직자윤리위원회,김재신,외교통상부,차관보,채무,"-325,400","-30,000","-100,000",-255400
4204,2011,정부공직자윤리위원회,김재신,외교통상부,차관보,총계,"998,261","206,860","147,641","1,057,480"
4205,2011,정부공직자윤리위원회,조태용,외교통상부,의전장,건물,"4,885,163","524,346","991,607","4,417,902"
4206,2011,정부공직자윤리위원회,조태용,외교통상부,의전장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"6,590",0,"1,120","5,470"
4207,2011,정부공직자윤리위원회,조태용,외교통상부,의전장,예금,"198,026","435,061","156,627","476,460"
4208,2011,정부공직자윤리위원회,조태용,외교통상부,의전장,유가증권,"30,000",0,0,"30,000"
4209,2011,정부공직자윤리위원회,조태용,외교통상부,의전장,채무,"-1,316,522","-400,000","-532,833",-1183689
4210,2011,정부공직자윤리위원회,조태용,외교통상부,의전장,회원권,"100,320",0,0,"100,320"
4211,2011,정부공직자윤리위원회,조태용,외교통상부,의전장,총계,"3,903,577","559,407","616,521","3,846,463"
4212,2011,정부공직자윤리위원회,전충렬,외교통상부,기획조정실장,토지,"37,665",0,0,"37,665"
4213,2011,정부공직자윤리위원회,전충렬,외교통상부,기획조정실장,건물,"254,200",100,0,"254,300"
4214,2011,정부공직자윤리위원회,전충렬,외교통상부,기획조정실장,예금,"55,345","19,370","3,519","71,196"
4215,2011,정부공직자윤리위원회,전충렬,외교통상부,기획조정실장,채권,"51,000",0,0,"51,000"
4216,2011,정부공직자윤리위원회,전충렬,외교통상부,기획조정실장,채무,"-56,527","-11,677","-4,327",-63877
4217,2011,정부공직자윤리위원회,전충렬,외교통상부,기획조정실장,총계,"341,683","7,793",-808,"350,284"
4218,2011,정부공직자윤리위원회,조현,외교통상부,다자외교조정관,토지,"85,000",0,"2,020","82,980"
4219,2011,정부공직자윤리위원회,조현,외교통상부,다자외교조정관,건물,"1,378,000","2,000","56,120","1,323,880"
4220,2011,정부공직자윤리위원회,조현,외교통상부,다자외교조정관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,720",0,"4,480","26,240"
4221,2011,정부공직자윤리위원회,조현,외교통상부,다자외교조정관,예금,"46,695","4,494","6,719","44,470"
4222,2011,정부공직자윤리위원회,조현,외교통상부,다자외교조정관,유가증권,"48,389",0,"48,389",0
4223,2011,정부공직자윤리위원회,조현,외교통상부,다자외교조정관,채무,"-879,210","-74,812","-71,364",-882658
4224,2011,정부공직자윤리위원회,조현,외교통상부,다자외교조정관,총계,"709,594","-68,318","46,364","594,912"
4225,2011,정부공직자윤리위원회,이시형,외교통상부,본부대사,건물,"360,000",0,0,"360,000"
4226,2011,정부공직자윤리위원회,이시형,외교통상부,본부대사,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"20,000",0,"2,710","17,290"
4227,2011,정부공직자윤리위원회,이시형,외교통상부,본부대사,예금,"903,604","345,311","283,242","965,673"
4228,2011,정부공직자윤리위원회,이시형,외교통상부,본부대사,유가증권,0,"29,336",0,"29,336"
4229,2011,정부공직자윤리위원회,이시형,외교통상부,본부대사,채무,"-46,579",0,-379,-46200
4230,2011,정부공직자윤리위원회,이시형,외교통상부,본부대사,총계,"1,237,025","374,647","285,573","1,326,099"
4231,2011,정부공직자윤리위원회,최석영,외교통상부,자유무역협정교섭대표,건물,"1,054,500","164,500",0,"1,219,000"
4232,2011,정부공직자윤리위원회,최석영,외교통상부,자유무역협정교섭대표,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"1,000",0,100,900
4233,2011,정부공직자윤리위원회,최석영,외교통상부,자유무역협정교섭대표,예금,"366,240","294,617","257,618","403,239"
4234,2011,정부공직자윤리위원회,최석영,외교통상부,자유무역협정교섭대표,유가증권,"1,656",0,80,"1,576"
