순번,연도,관할기관,성명,소속,직위,재산 대분류,종전가액,증가액,감소액,현재가액
5187,2015,정부공직자윤리위원회,김봉렬,문화체육관광부 한국예술종합학교,총장,총계,"1,610,394 ","158,933 ","275,142 ","1,494,185 "
5188,2015,정부공직자윤리위원회,김영나,문화체육관광부 국립중앙박물관,관장,건물,"1,452,360 ","10,635 ","342,647 ","1,120,348 "
5189,2015,정부공직자윤리위원회,김영나,문화체육관광부 국립중앙박물관,관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"51,500 ",0 ,0 ,"51,500 "
5190,2015,정부공직자윤리위원회,김영나,문화체육관광부 국립중앙박물관,관장,예금,"629,321 ","214,017 ","201,144 ","642,194 "
5191,2015,정부공직자윤리위원회,김영나,문화체육관광부 국립중앙박물관,관장,채무,"-96,528 ",0 ,"-17,980 ","-78,548 "
5192,2015,정부공직자윤리위원회,김영나,문화체육관광부 국립중앙박물관,관장,회원권,"59,000 ","13,000 ",0 ,"72,000 "
5193,2015,정부공직자윤리위원회,김영나,문화체육관광부 국립중앙박물관,관장,총계,"2,095,653 ","237,652 ","525,811 ","1,807,494 "
5194,2015,정부공직자윤리위원회,민현식,문화체육관광부 국립국어원,원장,토지,"8,738 ",265 ,0 ,"9,003 "
5195,2015,정부공직자윤리위원회,민현식,문화체육관광부 국립국어원,원장,건물,"653,000 ",0 ,"5,000 ","648,000 "
5196,2015,정부공직자윤리위원회,민현식,문화체육관광부 국립국어원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,840 ",0 ,690 ,"4,150 "
5197,2015,정부공직자윤리위원회,민현식,문화체육관광부 국립국어원,원장,예금,"779,030 ","513,378 ","442,933 ","849,475 "
5198,2015,정부공직자윤리위원회,민현식,문화체육관광부 국립국어원,원장,채무,"-230,000 ",0 ,0 ,"-230,000 "
5199,2015,정부공직자윤리위원회,민현식,문화체육관광부 국립국어원,원장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
5200,2015,정부공직자윤리위원회,민현식,문화체육관광부 국립국어원,원장,총계,"1,215,608 ","513,643 ","448,623 ","1,280,628 "
5201,2015,정부공직자윤리위원회,임원선,문화체육관광부 국립중앙도서관,관장,토지,"172,472 ",0 ,0 ,"172,472 "
5202,2015,정부공직자윤리위원회,임원선,문화체육관광부 국립중앙도서관,관장,건물,"444,000 ",0 ,"72,000 ","372,000 "
5203,2015,정부공직자윤리위원회,임원선,문화체육관광부 국립중앙도서관,관장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"7,450 ",0 ,70 ,"7,380 "
5204,2015,정부공직자윤리위원회,임원선,문화체육관광부 국립중앙도서관,관장,예금,"38,404 ","10,313 ","5,740 ","42,977 "
5205,2015,정부공직자윤리위원회,임원선,문화체육관광부 국립중앙도서관,관장,유가증권,43 ,0 ,11 ,32 
5206,2015,정부공직자윤리위원회,임원선,문화체육관광부 국립중앙도서관,관장,채무,"-259,000 ","-10,716 ","-7,000 ","-262,716 "
5207,2015,정부공직자윤리위원회,임원선,문화체육관광부 국립중앙도서관,관장,총계,"403,369 ",-403 ,"70,821 ","332,145 "
5208,2015,정부공직자윤리위원회,김재원,문화체육관광부 해외문화홍보원,원장,건물,"365,000 ",0 ,0 ,"365,000 "
5209,2015,정부공직자윤리위원회,김재원,문화체육관광부 해외문화홍보원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"27,000 ",0 ,0 ,"27,000 "
5210,2015,정부공직자윤리위원회,김재원,문화체육관광부 해외문화홍보원,원장,현금,"17,730 ",0 ,"3,730 ","14,000 "
5211,2015,정부공직자윤리위원회,김재원,문화체육관광부 해외문화홍보원,원장,예금,"63,845 ","15,116 ","8,855 ","70,106 "
5212,2015,정부공직자윤리위원회,김재원,문화체육관광부 해외문화홍보원,원장,채권,"10,000 ",0 ,0 ,"10,000 "
5213,2015,정부공직자윤리위원회,김재원,문화체육관광부 해외문화홍보원,원장,채무,"-266,000 ",0 ,0 ,"-266,000 "
5214,2015,정부공직자윤리위원회,김재원,문화체육관광부 해외문화홍보원,원장,총계,"217,575 ","15,116 ","12,585 ","220,106 "
5215,2015,정부공직자윤리위원회,김기홍,문화체육관광부,"2018평창동계올림픽조직위
기획조정실장",건물,"1,229,700 ",0 ,0 ,"1,229,700 "
5216,2015,정부공직자윤리위원회,김기홍,문화체육관광부,"2018평창동계올림픽조직위
기획조정실장",부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,800 ",0 ,"1,010 ","2,790 "
5217,2015,정부공직자윤리위원회,김기홍,문화체육관광부,"2018평창동계올림픽조직위
기획조정실장",예금,"425,270 ","120,219 ","92,036 ","453,453 "
5218,2015,정부공직자윤리위원회,김기홍,문화체육관광부,"2018평창동계올림픽조직위
기획조정실장",채무,"-959,945 ","-7,481 ","-7,130 ","-960,296 "
5219,2015,정부공직자윤리위원회,김기홍,문화체육관광부,"2018평창동계올림픽조직위
기획조정실장",고지거부 및 등록제외사항,0 ,0 ,0 ,0 
5220,2015,정부공직자윤리위원회,김기홍,문화체육관광부,"2018평창동계올림픽조직위
기획조정실장",총계,"698,825 ","112,738 ","85,916 ","725,647 "
5221,2015,정부공직자윤리위원회,권영빈,문화체육관광부 한국문화예술위원회,위원장,건물,"3,933,198 ",0 ,0 ,"3,933,198 "
5222,2015,정부공직자윤리위원회,권영빈,문화체육관광부 한국문화예술위원회,위원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"15,490 ",0 ,"7,550 ","7,940 "
5223,2015,정부공직자윤리위원회,권영빈,문화체육관광부 한국문화예술위원회,위원장,예금,"1,651,734 ","909,794 ","561,094 ","2,000,434 "
5224,2015,정부공직자윤리위원회,권영빈,문화체육관광부 한국문화예술위원회,위원장,유가증권,"251,189 ","74,131 ","149,669 ","175,651 "
5225,2015,정부공직자윤리위원회,권영빈,문화체육관광부 한국문화예술위원회,위원장,채무,"-1,515,000 ","-100,001 ",0 ,"-1,615,001 "
5226,2015,정부공직자윤리위원회,권영빈,문화체육관광부 한국문화예술위원회,위원장,회원권,"243,500 ",0 ,0 ,"243,500 "
5227,2015,정부공직자윤리위원회,권영빈,문화체육관광부 한국문화예술위원회,위원장,총계,"4,580,111 ","883,924 ","718,313 ","4,745,722 "
5228,2015,정부공직자윤리위원회,오승종,문화체육관광부 한국저작권위원회,위원장,토지,"503,160 ",446 ,0 ,"503,606 "
5229,2015,정부공직자윤리위원회,오승종,문화체육관광부 한국저작권위원회,위원장,건물,"5,079,885 ",0 ,0 ,"5,079,885 "
5230,2015,정부공직자윤리위원회,오승종,문화체육관광부 한국저작권위원회,위원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,200 ",0 ,0 ,"3,200 "
5231,2015,정부공직자윤리위원회,오승종,문화체육관광부 한국저작권위원회,위원장,예금,"2,835,057 ","402,219 ","336,654 ","2,900,622 "
5232,2015,정부공직자윤리위원회,오승종,문화체육관광부 한국저작권위원회,위원장,유가증권,1 ,0 ,0 ,1 
5233,2015,정부공직자윤리위원회,오승종,문화체육관광부 한국저작권위원회,위원장,채무,"-703,150 ",0 ,0 ,"-703,150 "
5234,2015,정부공직자윤리위원회,오승종,문화체육관광부 한국저작권위원회,위원장,회원권,"40,000 ",0 ,0 ,"40,000 "
5235,2015,정부공직자윤리위원회,오승종,문화체육관광부 한국저작권위원회,위원장,고지거부 및 등록제외사항,"1,739,496 ",0 ,"1,739,496 ",0 
5236,2015,정부공직자윤리위원회,오승종,문화체육관광부 한국저작권위원회,위원장,총계,"9,497,649 ","402,665 ","2,076,150 ","7,824,164 "
5237,2015,정부공직자윤리위원회,고학찬,문화체육관광부 예술의전당,사장,토지,"37,100 ","1,051 ",0 ,"38,151 "
5238,2015,정부공직자윤리위원회,고학찬,문화체육관광부 예술의전당,사장,건물,"300,000 ",0 ,0 ,"300,000 "
5239,2015,정부공직자윤리위원회,고학찬,문화체육관광부 예술의전당,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"19,110 ",0 ,"8,550 ","10,560 "
5240,2015,정부공직자윤리위원회,고학찬,문화체육관광부 예술의전당,사장,예금,"59,787 ","41,820 ","19,409 ","82,198 "
5241,2015,정부공직자윤리위원회,고학찬,문화체육관광부 예술의전당,사장,총계,"415,997 ","42,871 ","27,959 ","430,909 "
5242,2015,정부공직자윤리위원회,변추석,문화체육관광부 한국관광공사,사장,건물,"1,154,000 ","30,000 ",0 ,"1,184,000 "
5243,2015,정부공직자윤리위원회,변추석,문화체육관광부 한국관광공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"25,000 ",0 ,0 ,"25,000 "
5244,2015,정부공직자윤리위원회,변추석,문화체육관광부 한국관광공사,사장,예금,"96,297 ","7,123 ",673 ,"102,747 "
5245,2015,정부공직자윤리위원회,변추석,문화체육관광부 한국관광공사,사장,채무,"-751,939 ","-107,014 ","-26,582 ","-832,371 "
5246,2015,정부공직자윤리위원회,변추석,문화체육관광부 한국관광공사,사장,총계,"523,358 ","-69,891 ","-25,909 ","479,376 "
5247,2015,정부공직자윤리위원회,윤종승,문화체육관광부 한국관광공사,상임감사,건물,"808,060 ","1,667,700 ","335,060 ","2,140,700 "
5248,2015,정부공직자윤리위원회,윤종승,문화체육관광부 한국관광공사,상임감사,예금,68 ,0 ,0 ,68 
5249,2015,정부공직자윤리위원회,윤종승,문화체육관광부 한국관광공사,상임감사,총계,"808,128 ","1,667,700 ","335,060 ","2,140,768 "
5250,2015,정부공직자윤리위원회,이창섭,문화체육관광부 국민체육진흥공단,이사장,토지,"13,467 ","1,081 ",0 ,"14,548 "
5251,2015,정부공직자윤리위원회,이창섭,문화체육관광부 국민체육진흥공단,이사장,건물,"171,000 ",0 ,0 ,"171,000 "
5252,2015,정부공직자윤리위원회,이창섭,문화체육관광부 국민체육진흥공단,이사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"44,900 ","2,220 ","3,820 ","43,300 "
5253,2015,정부공직자윤리위원회,이창섭,문화체육관광부 국민체육진흥공단,이사장,예금,"244,204 ","41,727 ","36,456 ","249,475 "
5254,2015,정부공직자윤리위원회,이창섭,문화체육관광부 국민체육진흥공단,이사장,채무,"-158,297 ","-56,241 ","-66,467 ","-148,071 "
5255,2015,정부공직자윤리위원회,이창섭,문화체육관광부 국민체육진흥공단,이사장,총계,"315,274 ","-11,213 ","-26,191 ","330,252 "
5256,2015,정부공직자윤리위원회,조영호,문화체육관광부 국민생활체육회,사무총장,토지,"754,612 ",0 ,0 ,"754,612 "
5257,2015,정부공직자윤리위원회,조영호,문화체육관광부 국민생활체육회,사무총장,건물,"803,925 ",0 ,0 ,"803,925 "
5258,2015,정부공직자윤리위원회,조영호,문화체육관광부 국민생활체육회,사무총장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"100,563 ",0 ,"32,083 ","68,480 "
5259,2015,정부공직자윤리위원회,조영호,문화체육관광부 국민생활체육회,사무총장,예금,"490,078 ","13,369 ","1,418 ","502,029 "
5260,2015,정부공직자윤리위원회,조영호,문화체육관광부 국민생활체육회,사무총장,채무,"-75,000 ",0 ,0 ,"-75,000 "
5261,2015,정부공직자윤리위원회,조영호,문화체육관광부 국민생활체육회,사무총장,총계,"2,074,178 ","13,369 ","33,501 ","2,054,046 "
5262,2015,정부공직자윤리위원회,이병훈,문화체육관광부 한국영상자료원,원장,토지,"7,272 ",331 ,0 ,"7,603 "
5263,2015,정부공직자윤리위원회,이병훈,문화체육관광부 한국영상자료원,원장,건물,"661,600 ","2,160 ","28,000 ","635,760 "
5264,2015,정부공직자윤리위원회,이병훈,문화체육관광부 한국영상자료원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"23,190 ",0 ,"3,540 ","19,650 "
5265,2015,정부공직자윤리위원회,이병훈,문화체육관광부 한국영상자료원,원장,예금,"215,666 ","81,831 ","64,291 ","233,206 "
5266,2015,정부공직자윤리위원회,이병훈,문화체육관광부 한국영상자료원,원장,유가증권,"2,913 ","1,326 ",55 ,"4,184 "
5267,2015,정부공직자윤리위원회,이병훈,문화체육관광부 한국영상자료원,원장,채무,"-30,000 ","-202,500 ",0 ,"-232,500 "
5268,2015,정부공직자윤리위원회,이병훈,문화체육관광부 한국영상자료원,원장,금 및 백금,"8,600 ",0 ,0 ,"8,600 "
5269,2015,정부공직자윤리위원회,이병훈,문화체육관광부 한국영상자료원,원장,총계,"889,241 ","-116,852 ","95,886 ","676,503 "
5270,2015,정부공직자윤리위원회,주성혜,문화체육관광부 한국문화예술교육진흥원,원장,토지,"2,803 ",90 ,0 ,"2,893 "
5271,2015,정부공직자윤리위원회,주성혜,문화체육관광부 한국문화예술교육진흥원,원장,건물,"872,000 ",0 ,"176,000 ","696,000 "
5272,2015,정부공직자윤리위원회,주성혜,문화체육관광부 한국문화예술교육진흥원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"14,000 ",0 ,0 ,"14,000 "
5273,2015,정부공직자윤리위원회,주성혜,문화체육관광부 한국문화예술교육진흥원,원장,예금,"865,030 ","314,660 ","78,671 ","1,101,019 "
5274,2015,정부공직자윤리위원회,주성혜,문화체육관광부 한국문화예술교육진흥원,원장,유가증권,"140,000 ",0 ,0 ,"140,000 "
5275,2015,정부공직자윤리위원회,주성혜,문화체육관광부 한국문화예술교육진흥원,원장,채권,"200,000 ",0 ,0 ,"200,000 "
5276,2015,정부공직자윤리위원회,주성혜,문화체육관광부 한국문화예술교육진흥원,원장,회원권,"50,000 ",0 ,0 ,"50,000 "
5277,2015,정부공직자윤리위원회,주성혜,문화체육관광부 한국문화예술교육진흥원,원장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
5278,2015,정부공직자윤리위원회,주성혜,문화체육관광부 한국문화예술교육진흥원,원장,총계,"2,143,833 ","314,750 ","254,671 ","2,203,912 "
5279,2015,정부공직자윤리위원회,이동필,농림축산식품부,장관,건물,"617,000 ",0 ,"9,000 ","608,000 "
5280,2015,정부공직자윤리위원회,이동필,농림축산식품부,장관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,000 ",0 ,270 ,"3,730 "
5281,2015,정부공직자윤리위원회,이동필,농림축산식품부,장관,예금,"713,173 ","199,892 ","30,002 ","883,063 "
5282,2015,정부공직자윤리위원회,이동필,농림축산식품부,장관,유가증권,"318,921 ","8,862 ","27,313 ","300,470 "
5283,2015,정부공직자윤리위원회,이동필,농림축산식품부,장관,채무,"-230,000 ","-290,000 ","-230,000 ","-290,000 "
5284,2015,정부공직자윤리위원회,이동필,농림축산식품부,장관,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
5285,2015,정부공직자윤리위원회,이동필,농림축산식품부,장관,총계,"1,423,094 ","-81,246 ","-163,415 ","1,505,263 "
5286,2015,정부공직자윤리위원회,여인홍,농림축산식품부,차관,건물,"410,400 ","1,119,500 ","282,000 ","1,247,900 "
5287,2015,정부공직자윤리위원회,여인홍,농림축산식품부,차관,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"24,740 ",0 ,"1,560 ","23,180 "
5288,2015,정부공직자윤리위원회,여인홍,농림축산식품부,차관,예금,"113,203 ","60,305 ","54,121 ","119,387 "
5289,2015,정부공직자윤리위원회,여인홍,농림축산식품부,차관,채무,"-223,028 ","-775,739 ","-44,510 ","-954,257 "
5290,2015,정부공직자윤리위원회,여인홍,농림축산식품부,차관,총계,"325,315 ","404,066 ","293,171 ","436,210 "
5291,2015,정부공직자윤리위원회,이준원,농림축산식품부,차관보,토지,0 ,"228,634 ",0 ,"228,634 "
5292,2015,정부공직자윤리위원회,이준원,농림축산식품부,차관보,건물,"327,000 ","135,587 ","18,000 ","444,587 "
5293,2015,정부공직자윤리위원회,이준원,농림축산식품부,차관보,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"30,000 ","2,000 ","5,000 ","27,000 "
5294,2015,정부공직자윤리위원회,이준원,농림축산식품부,차관보,예금,"191,048 ","135,347 ","48,782 ","277,613 "
5295,2015,정부공직자윤리위원회,이준원,농림축산식품부,차관보,채무,"-50,000 ",0 ,0 ,"-50,000 "
5296,2015,정부공직자윤리위원회,이준원,농림축산식품부,차관보,총계,"498,048 ","501,568 ","71,782 ","927,834 "
5297,2015,정부공직자윤리위원회,오경태,농림축산식품부,기획조정실장,건물,"1,030,318 ","514,270 ","367,000 ","1,177,588 "
5298,2015,정부공직자윤리위원회,오경태,농림축산식품부,기획조정실장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"26,390 ",0 ,"2,540 ","23,850 "
5299,2015,정부공직자윤리위원회,오경태,농림축산식품부,기획조정실장,예금,"282,493 ","177,740 ","177,953 ","282,280 "
5300,2015,정부공직자윤리위원회,오경태,농림축산식품부,기획조정실장,유가증권,"3,838 ","7,474 ","1,159 ","10,153 "
5301,2015,정부공직자윤리위원회,오경태,농림축산식품부,기획조정실장,채무,"-595,140 ","-633,560 ","-535,000 ","-693,700 "
5302,2015,정부공직자윤리위원회,오경태,농림축산식품부,기획조정실장,총계,"747,899 ","65,924 ","13,652 ","800,171 "
5303,2015,정부공직자윤리위원회,최희종,농림축산식품부,식품산업정책실장,건물,"481,000 ","161,309 ","86,000 ","556,309 "
5304,2015,정부공직자윤리위원회,최희종,농림축산식품부,식품산업정책실장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"31,800 ",0 ,"3,500 ","28,300 "
5305,2015,정부공직자윤리위원회,최희종,농림축산식품부,식품산업정책실장,예금,"316,353 ","87,311 ","120,108 ","283,556 "
5306,2015,정부공직자윤리위원회,최희종,농림축산식품부,식품산업정책실장,유가증권,"21,501 ","11,197 ","16,252 ","16,446 "
5307,2015,정부공직자윤리위원회,최희종,농림축산식품부,식품산업정책실장,총계,"850,654 ","259,817 ","225,860 ","884,611 "
5308,2015,정부공직자윤리위원회,주이석,농림축산식품부,농림축산검역본부장,토지,"174,215 ","6,466 ",0 ,"180,681 "
5309,2015,정부공직자윤리위원회,주이석,농림축산식품부,농림축산검역본부장,건물,"641,500 ",0 ,0 ,"641,500 "
5310,2015,정부공직자윤리위원회,주이석,농림축산식품부,농림축산검역본부장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"3,000 ",0 ,0 ,"3,000 "
5311,2015,정부공직자윤리위원회,주이석,농림축산식품부,농림축산검역본부장,예금,"407,174 ","30,671 ","5,509 ","432,336 "
5312,2015,정부공직자윤리위원회,주이석,농림축산식품부,농림축산검역본부장,채무,"-250,000 ",0 ,0 ,"-250,000 "
5313,2015,정부공직자윤리위원회,주이석,농림축산식품부,농림축산검역본부장,총계,"975,889 ","37,137 ","5,509 ","1,007,517 "
5314,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,토지,"164,568 ","6,003 ",0 ,"170,571 "
5315,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,건물,"4,857,370 ","30,000 ","200,000 ","4,687,370 "
5316,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"76,480 ",0 ,"16,480 ","60,000 "
5317,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,예금,"1,128,500 ","263,925 ","100,000 ","1,292,425 "
5318,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,유가증권,"139,062 ","544,011 ","68,282 ","614,791 "
5319,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,채권,0 ,"47,000 ",0 ,"47,000 "
5320,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,채무,"-2,410,000 ","-522,440 ",-520 ,"-2,931,920 "
5321,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,회원권,"309,300 ",0 ,"60,000 ","249,300 "
5322,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,고지거부 및 등록제외사항,"2,395,892 ",0 ,"2,395,892 ",0 
5323,2015,정부공직자윤리위원회,현명관,농림축산식품부 한국마사회,회장,총계,"6,661,172 ","368,499 ","2,840,134 ","4,189,537 "
5324,2015,정부공직자윤리위원회,이상영,농림축산식품부 한국마사회,부회장,토지,"196,097 ","4,496 ",0 ,"200,593 "
5325,2015,정부공직자윤리위원회,이상영,농림축산식품부 한국마사회,부회장,건물,"3,026,988 ","36,413 ","90,220 ","2,973,181 "
5326,2015,정부공직자윤리위원회,이상영,농림축산식품부 한국마사회,부회장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"12,290 ",0 ,"1,650 ","10,640 "
5327,2015,정부공직자윤리위원회,이상영,농림축산식품부 한국마사회,부회장,예금,"304,679 ","188,703 ","127,347 ","366,035 "
5328,2015,정부공직자윤리위원회,이상영,농림축산식품부 한국마사회,부회장,유가증권,"55,170 ",0 ,"33,160 ","22,010 "
5329,2015,정부공직자윤리위원회,이상영,농림축산식품부 한국마사회,부회장,채무,"-75,000 ","-10,000 ","-15,000 ","-70,000 "
5330,2015,정부공직자윤리위원회,이상영,농림축산식품부 한국마사회,부회장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
5331,2015,정부공직자윤리위원회,이상영,농림축산식품부 한국마사회,부회장,총계,"3,520,224 ","219,612 ","237,377 ","3,502,459 "
5332,2015,정부공직자윤리위원회,정대종,농림축산식품부 한국마사회,상임감사위원,토지,"5,870 ",0 ,0 ,"5,870 "
5333,2015,정부공직자윤리위원회,정대종,농림축산식품부 한국마사회,상임감사위원,건물,"805,400 ",0 ,0 ,"805,400 "
5334,2015,정부공직자윤리위원회,정대종,농림축산식품부 한국마사회,상임감사위원,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"32,310 ",0 ,0 ,"32,310 "
5335,2015,정부공직자윤리위원회,정대종,농림축산식품부 한국마사회,상임감사위원,예금,"1,809,275 ","341,823 ","643,595 ","1,507,503 "
5336,2015,정부공직자윤리위원회,정대종,농림축산식품부 한국마사회,상임감사위원,유가증권,"301,852 ","28,074 ","63,953 ","265,973 "
5337,2015,정부공직자윤리위원회,정대종,농림축산식품부 한국마사회,상임감사위원,채무,"-268,000 ",0 ,"-268,000 ",0 
5338,2015,정부공직자윤리위원회,정대종,농림축산식품부 한국마사회,상임감사위원,회원권,"20,820 ",0 ,0 ,"20,820 "
5339,2015,정부공직자윤리위원회,정대종,농림축산식품부 한국마사회,상임감사위원,총계,"2,707,527 ","369,897 ","439,548 ","2,637,876 "
5340,2015,정부공직자윤리위원회,이상무,농림축산식품부 한국농어촌공사,사장,토지,"411,744 ","65,719 ",0 ,"477,463 "
5341,2015,정부공직자윤리위원회,이상무,농림축산식품부 한국농어촌공사,사장,건물,"435,264 ",48 ,"27,000 ","408,312 "
5342,2015,정부공직자윤리위원회,이상무,농림축산식품부 한국농어촌공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"5,960 ",0 ,0 ,"5,960 "
5343,2015,정부공직자윤리위원회,이상무,농림축산식품부 한국농어촌공사,사장,예금,"176,500 ","152,523 ","77,498 ","251,525 "
5344,2015,정부공직자윤리위원회,이상무,농림축산식품부 한국농어촌공사,사장,유가증권,"26,140 ",0 ,"25,890 ",250 
5345,2015,정부공직자윤리위원회,이상무,농림축산식품부 한국농어촌공사,사장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
5346,2015,정부공직자윤리위원회,이상무,농림축산식품부 한국농어촌공사,사장,총계,"1,055,608 ","218,290 ","130,388 ","1,143,510 "
5347,2015,정부공직자윤리위원회,김재수,농림축산식품부 한국농수산식품유통공사,사장,토지,"44,945 ","3,089 ",0 ,"48,034 "
5348,2015,정부공직자윤리위원회,김재수,농림축산식품부 한국농수산식품유통공사,사장,건물,"934,479 ","670,000 ","198,000 ","1,406,479 "
5349,2015,정부공직자윤리위원회,김재수,농림축산식품부 한국농수산식품유통공사,사장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,180 ",0 ,523 ,"3,657 "
5350,2015,정부공직자윤리위원회,김재수,농림축산식품부 한국농수산식품유통공사,사장,예금,"254,028 ","70,681 ","41,769 ","282,940 "
5351,2015,정부공직자윤리위원회,김재수,농림축산식품부 한국농수산식품유통공사,사장,채무,"-588,061 ","-500,000 ","-13,061 ","-1,075,000 "
5352,2015,정부공직자윤리위원회,김재수,농림축산식품부 한국농수산식품유통공사,사장,고지거부 및 등록제외사항,0 ,0 ,0 ,0 
5353,2015,정부공직자윤리위원회,김재수,농림축산식품부 한국농수산식품유통공사,사장,총계,"649,571 ","243,770 ","227,231 ","666,110 "
5354,2015,정부공직자윤리위원회,허영,농림축산식품부 축산물품질평가원,원장,토지,"103,737 ","4,735 ",569 ,"107,903 "
5355,2015,정부공직자윤리위원회,허영,농림축산식품부 축산물품질평가원,원장,건물,"374,885 ","169,434 ","10,838 ","533,481 "
5356,2015,정부공직자윤리위원회,허영,농림축산식품부 축산물품질평가원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,0 ,"5,511 ",0 ,"5,511 "
5357,2015,정부공직자윤리위원회,허영,농림축산식품부 축산물품질평가원,원장,예금,"174,792 ","42,350 ","6,922 ","210,220 "
5358,2015,정부공직자윤리위원회,허영,농림축산식품부 축산물품질평가원,원장,채권,"119,000 ",0 ,0 ,"119,000 "
5359,2015,정부공직자윤리위원회,허영,농림축산식품부 축산물품질평가원,원장,채무,"-496,365 ","-20,000 ","-77,630 ","-438,735 "
5360,2015,정부공직자윤리위원회,허영,농림축산식품부 축산물품질평가원,원장,총계,"276,049 ","202,030 ","-59,301 ","537,380 "
5361,2015,정부공직자윤리위원회,하영효,농림축산식품부 농림수산식품교육문화정보원,원장,토지,"16,036 ",797 ,0 ,"16,833 "
5362,2015,정부공직자윤리위원회,하영효,농림축산식품부 농림수산식품교육문화정보원,원장,건물,"449,000 ","2,767 ",0 ,"451,767 "
5363,2015,정부공직자윤리위원회,하영효,농림축산식품부 농림수산식품교육문화정보원,원장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"4,060 ",0 ,580 ,"3,480 "
5364,2015,정부공직자윤리위원회,하영효,농림축산식품부 농림수산식품교육문화정보원,원장,예금,"22,106 ","11,055 ",0 ,"33,161 "
5365,2015,정부공직자윤리위원회,하영효,농림축산식품부 농림수산식품교육문화정보원,원장,채무,"-232,086 ",0 ,"-42,086 ","-190,000 "
5366,2015,정부공직자윤리위원회,하영효,농림축산식품부 농림수산식품교육문화정보원,원장,총계,"259,116 ","14,619 ","-41,506 ","315,241 "
5367,2015,정부공직자윤리위원회,최원병,농림축산식품부 농업협동조합중앙회,회장,토지,"815,705 ","335,179 ","297,664 ","853,220 "
5368,2015,정부공직자윤리위원회,최원병,농림축산식품부 농업협동조합중앙회,회장,건물,"1,344,735 ","1,301,000 ","105,000 ","2,540,735 "
5369,2015,정부공직자윤리위원회,최원병,농림축산식품부 농업협동조합중앙회,회장,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,"8,820 ",0 ,"1,010 ","7,810 "
5370,2015,정부공직자윤리위원회,최원병,농림축산식품부 농업협동조합중앙회,회장,예금,"619,842 ","204,042 ","231,593 ","592,291 "
5371,2015,정부공직자윤리위원회,최원병,농림축산식품부 농업협동조합중앙회,회장,채무,"-249,152 ","-960,000 ","-30,307 ","-1,178,845 "
